"gene_id","p_threshold","method","n_snps","beta","se","pvalue","heterogeneity_Q","heterogeneity_Q_df","heterogeneity_Q_pval","heterogeneity_I2"
"ENSG00000142627.13","0.001","IVW",110,0.0856046412361687,0.177415400137933,0.629443950460071,115.3237783183,0.320877974001418,5.13092101183975e-28,0.997217590520527
"ENSG00000142632.17","0.001","IVW",111,0.0961239018682088,0.0843931688445912,0.254702746195498,119.824926744727,0.245636928084138,3.38759815136015e-29,0.997950034815315
"ENSG00000237276.9","0.001","IVW",111,0.0559308478664673,0.0810355760329153,0.490067699514256,120.898538001138,0.224695145954682,1.71465423928688e-29,0.998141456880541
"ENSG00000288398.1","0.001","IVW",111,-0.153746245317018,0.0768137478117148,0.0453335878287322,117.155331553163,0.302557183065114,1.83509187891911e-28,0.997417469789432
"ENSG00000132881.12","0.001","IVW",110,-0.206169596246751,0.109742082615307,0.0602890213767443,117.610165534026,0.26982164302274,1.20807075785086e-28,0.997705796588266
"ENSG00000233929.1","0.001","IVW",111,0.0424732621068143,0.0849409184216691,0.617051842611416,122.152757787634,0.201707218994528,7.73327489231411e-30,0.9983487297164
"ENSG00000037637.11","0.001","IVW",107,0.108259896935403,0.154648232269153,0.483902532777478,107.297033558908,0.446511149263279,5.49337940545354e-26,0.99583855084849
"ENSG00000055070.17","0.001","IVW",107,0.392709936142053,0.331940219010856,0.236779709498125,106.388293560948,0.471130192926711,9.6825090718348e-26,0.995571597427147
"ENSG00000157191.20","0.001","IVW",107,0.826466544457754,0.3586509992728,0.0212015789833701,103.740326911647,0.543962855911295,4.98774674230064e-25,0.994756495645376
"ENSG00000226029.1","0.001","IVW",105,-0.203992314211999,0.0853653570907372,0.0168649796230434,102.707490513986,0.517427914678754,7.57807069870706e-25,0.994962120950582
"ENSG00000080947.15","0.001","IVW",103,0.187731363868211,0.239155129863732,0.4324668393825,103.599833965262,0.437201720039596,3.4402690285011e-25,0.995779899413872
"ENSG00000261135.1","0.001","IVW",104,-0.388100390511877,0.111520167464966,0.000501242502476005,92.4974407587598,0.761561687495828,3.23402183508175e-22,0.991766672880366
"ENSG00000233421.5","0.001","IVW",103,-0.0522506721392185,0.0770706256976433,0.497798118828765,102.520365398792,0.466906227232829,6.76399855696612e-25,0.995445722170257
"ENSG00000219481.11","0.001","IVW",103,-0.145431473678354,0.073156827712751,0.0468181907179253,102.054887417259,0.479846857569386,9.04540792931357e-25,0.995298149165483
"ENSG00000186301.8","0.001","IVW",102,-0.0109471849135769,0.0567899291927302,0.847141991826806,105.859487839943,0.3507407057965,7.28902357649056e-26,0.996686733395812
"ENSG00000215908.10","0.001","IVW",102,-0.0632210237656938,0.059845732666902,0.290785568752727,104.741117094695,0.379487012446582,1.47990551993214e-25,0.996376905049585
"ENSG00000236698.1","0.001","IVW",103,-0.0528773707597981,0.0939472393433571,0.573543067328586,102.862799766529,0.457432704259939,5.46000985848708e-25,0.995552982173359
"ENSG00000268869.6","0.001","IVW",102,0.0623080074898384,0.073936030834178,0.399380250109662,99.6789164993899,0.518496160704953,3.53604080843397e-24,0.99479833671037
"ENSG00000186715.11","0.001","IVW",97,-0.0307881012890654,0.0419511421410856,0.46300739045155,92.1702629159377,0.591673811376856,2.1151149315196e-22,0.993580643120043
"ENSG00000228549.5","0.001","IVW",91,0.0654803794242104,0.0618217516265201,0.289517689862319,91.5117957775511,0.435768904800532,1.58509660859069e-22,0.995238112189823
"ENSG00000238142.3","0.001","IVW",91,0.0525683514237825,0.0498489214650087,0.291629609295641,91.5055519780091,0.435950031826021,1.59138925209555e-22,0.995235807856437
"ENSG00000272426.1","0.001","IVW",92,-0.0911203263719916,0.0886239786779554,0.303870874754793,92.5278460238083,0.435653838274715,9.4521801506082e-23,0.995291646169277
"ENSG00000058453.17","0.001","IVW",92,-0.00480417981465124,0.0965509267919847,0.960315246252385,93.6001772556861,0.405064978516958,4.78310143056589e-23,0.995672390903594
"ENSG00000159363.19","0.001","IVW",88,0.211431199482398,0.309236405413941,0.494151819438127,91.7439841860224,0.343236445023909,9.15990355828181e-23,0.996258758020276
"ENSG00000117118.10","0.001","IVW",88,-0.075963502432759,0.205312656739469,0.71139040385039,88.8735413892384,0.424065555625007,5.76058851522661e-22,0.995228438644436
"ENSG00000117115.13","0.001","IVW",85,-0.0820218097027201,0.31319043456736,0.793405346528987,85.3378303145402,0.438777753770838,3.71162566142263e-21,0.994858344158112
"ENSG00000159339.13","0.001","IVW",80,-0.0242628436318811,0.0506597837589188,0.63198346507855,84.0108329321794,0.328772311671931,4.37095072320101e-21,0.996086548600972
"ENSG00000179051.14","0.001","IVW",75,-0.245107114857369,0.1749427382092,0.161192983296493,77.869053449308,0.356714333869557,1.15061407036906e-19,0.995419048799639
"ENSG00000074964.17","0.001","IVW",71,0.347324569444927,0.25324213300732,0.170215472839198,74.9663315467229,0.320516941846658,4.23384485497324e-19,0.995724521458718
"ENSG00000117148.8","0.001","IVW",75,-0.0453549706510397,0.0857420636150464,0.596826331836137,71.6861037210323,0.554580205616513,6.16378273151619e-18,0.992263769729003
"ENSG00000261781.1","0.001","IVW",70,-0.0308437512568362,0.0625494253158042,0.621934818658342,67.5947759727344,0.525338253117745,4.4552056810473e-17,0.992228123467269
"ENSG00000117154.12","0.001","IVW",67,-0.00889724886473334,0.222851753432066,0.968153304061993,65.507273142854,0.493972168411552,1.14741465399377e-16,0.99245927750138
"ENSG00000280222.1","0.001","IVW",67,0.103415219608477,0.110012325071088,0.347200616886703,64.6252050067915,0.524851174802803,2.02716443164946e-16,0.991878537565217
"ENSG00000116991.12","0.001","IVW",43,0.0501495206197254,0.39443528348011,0.898827548861569,68.8453696161114,0.00558709843980408,8.96696691992311e-20,0.999918845690408
"ENSG00000212916.6","0.001","IVW",42,0.124545835486673,0.273669641445676,0.649040500658704,69.3847181446008,0.00367339633023131,4.45037072025939e-20,0.999947057559237
"ENSG00000135778.12","0.001","IVW",44,-0.170228330390674,0.0599705810164269,0.00453217710389509,60.1349296516097,0.0429897122689566,6.60096767390519e-17,0.999285112454309
"ENSG00000231940.1","0.001","IVW",46,-0.193917251560133,0.201000945879912,0.334666084382377,63.5878712904886,0.0352640408082245,8.99469020972342e-18,0.99944542819106
"ENSG00000135749.19","0.001","IVW",46,0.505921357956142,0.766681299033668,0.509327740523515,64.281067881054,0.0309894832074874,5.48391469903807e-18,0.999517906527862
"ENSG00000143674.11","0.001","IVW",46,-0.230438556753798,0.104833246433677,0.027938855969256,57.9607639732363,0.0930452944164895,4.83998410780402e-16,0.998394684817138
"ENSG00000289305.1","0.001","IVW",58,0.257167844014406,0.251580265112459,0.306681554156607,69.7126971156517,0.120291461555853,1.56435000525641e-18,0.99827446840342
"ENSG00000135750.15","0.001","IVW",58,-0.0410741818430589,0.467544415923351,0.929995208773725,70.981046184501,0.100835717033923,6.57457168587062e-19,0.998579399396681
"ENSG00000286666.1","0.001","IVW",57,0.159532088272864,0.116319466726285,0.170219305123018,61.7197399562123,0.279066325422362,3.00396848943051e-16,0.995478491555208
"ENSG00000099260.12","0.001","IVW",78,-0.0962608504862787,0.135183640448027,0.47641851883552,44.2858270035504,0.99898876327999,2.83031780474693e-11,0.977442246631187
"ENSG00000223656.1","0.001","IVW",78,-0.0634300707672804,0.0880048590404152,0.471059367370912,44.2733875084571,0.998993722285057,2.84839673084452e-11,0.977435796569797
"ENSG00000156869.14","0.001","IVW",80,-0.0733436334687121,0.125235876276503,0.558114806117913,47.4301385866844,0.998136744420952,5.67255813975293e-12,0.978955643517745
"ENSG00000162688.17","0.001","IVW",83,0.205068503716584,0.103725889302261,0.0480389924460984,49.9366933829681,0.998008546600131,1.57963856581541e-12,0.980014524811518
"ENSG00000117620.15","0.001","IVW",87,-0.31106922835044,0.135558847656676,0.0217493326248266,49.4961438513977,0.999452177586287,1.98478516378053e-12,0.979807473879441
"ENSG00000288826.1","0.001","IVW",90,-0.148058890488413,0.126154658261646,0.240543262889896,53.5743582380967,0.998930543221739,2.48284989638027e-13,0.981354316205109
"ENSG00000156875.14","0.001","IVW",90,-0.414883024998679,0.228784631523017,0.0697667987032013,51.6632671810536,0.999471790225486,6.57925954509332e-13,0.980654111813664
"ENSG00000156876.10","0.001","IVW",91,0.0707579126659807,0.086393084148223,0.412773359258347,47.9067385753859,0.99992043790639,4.46890633971019e-12,0.979127770588413
"ENSG00000122435.11","0.001","IVW",91,0.0384191547263236,0.238331064313256,0.871935262635058,48.5515513615898,0.999893372459837,3.21630679342111e-12,0.979405531967185
"ENSG00000122477.13","0.001","IVW",92,0.112340702520398,0.058678447280303,0.055554525722605,46.891542009414,0.999965016648612,7.50190322231438e-12,0.978674938511345
"ENSG00000285530.1","0.001","IVW",95,0.0391716746408456,0.0877491457267897,0.655304579818149,53.9656496953061,0.99970071288844,2.03863907333047e-13,0.981475239925159
"ENSG00000137992.15","0.001","IVW",97,0.0698228566147193,0.133911144827007,0.602079904201702,54.8863288363653,0.999761764404894,1.27625482982892e-13,0.981784867277505
"ENSG00000224616.4","0.001","IVW",97,0.367848536145445,0.171989843219084,0.0324534432036839,50.5838167875392,0.999962708646379,1.14171557373682e-12,0.980231568668565
"ENSG00000137996.13","0.001","IVW",97,0.140392195014775,0.145462345678558,0.334472399015814,54.2266950779752,0.999817111317979,1.78556806773332e-13,0.981562270946435
"ENSG00000079335.20","0.001","IVW",97,-0.73294475906223,0.246544980270717,0.00295034902048222,46.3714616769376,0.999995642518786,9.78289594521972e-12,0.978435106283999
"ENSG00000181656.7","0.001","IVW",98,-0.71011503533974,0.316821552798425,0.0250019727469444,51.5696815601563,0.99995776760454,6.90928225793183e-13,0.980609580331845
"ENSG00000162692.12","0.001","IVW",95,0.28681742784801,0.161012772432635,0.0748580027431797,49.7931726562864,0.999949658377959,1.70814966151324e-12,0.979917936435173
"ENSG00000162694.14","0.001","IVW",92,-0.0419632813210717,0.21532729095606,0.845485805110924,51.3294119745058,0.999744457590006,7.8044425682777e-13,0.980522970766029
"ENSG00000273204.1","0.001","IVW",92,0.0920472993798399,0.0990867624073823,0.352911591751229,50.504430412644,0.999818586119819,1.18839692850512e-12,0.980203348934918
"ENSG00000162695.12","0.001","IVW",92,0.448364526387302,0.261983989201774,0.0870036868950445,48.438433782144,0.999927049784883,3.40758063581157e-12,0.979356742741061
"ENSG00000117543.22","0.001","IVW",79,0.00523274772508173,0.165279667316282,0.97474322582519,48.9161614934303,0.995958698886921,2.64346024618383e-12,0.979639475615422
"ENSG00000233184.8","0.001","IVW",79,-0.00114017071459391,0.0298488875323636,0.969529737809257,48.9157047518755,0.99595929886216,2.6440800685769e-12,0.979639273237212
"ENSG00000225938.2","0.001","IVW",60,-0.0311745571112402,0.212990313784178,0.883632403860283,46.8856258021938,0.872793976302813,5.36238715809654e-12,0.981384614978052
"ENSG00000170989.10","0.001","IVW",60,-0.312957771873607,0.414007191189051,0.449695053394346,46.3356284683061,0.884732642944612,7.34131798711092e-12,0.980905996698636
"ENSG00000215835.2","0.001","IVW",58,0.17679138622431,0.132066429718663,0.180683012799268,74.0020490873879,0.0645054420229468,8.28657738497104e-20,0.999128328974421
"ENSG00000143157.12","0.001","IVW",66,0.363765918419339,0.28926233567752,0.208549456526093,89.9579509377132,0.0219326181959058,7.32002973926566e-24,0.999756190331513
"ENSG00000225171.2","0.001","IVW",67,-0.168831996010151,0.0667622822638383,0.0114435953912936,85.2441132396609,0.055686797855722,2.22363459340307e-22,0.999346737320158
"ENSG00000152382.6","0.001","IVW",66,0.106569168300012,0.311011666398362,0.731859312554129,90.6538054906368,0.0194852912195414,4.53366697816605e-24,0.999785058210032
"ENSG00000143195.13","0.001","IVW",69,0.188449995438622,0.145839138188066,0.196295818382579,83.7504805675114,0.0943136129155649,8.77762459732408e-22,0.998873873770318
