"gene_id","p_threshold","method","n_snps","beta","se","pvalue","heterogeneity_Q","heterogeneity_Q_df","heterogeneity_Q_pval","heterogeneity_I2"
"ENSG00000143409.17","0.00001","IVW",93,-0.145573284162955,0.19853606256415,0.46341605061997,97.0026044400039,0.340436950200763,6.22614346775123e-24,0.99649043495104
"ENSG00000143363.17","0.00001","IVW",93,0.253465461801204,0.189461481704696,0.180954944463851,95.7075791861657,0.374958499487613,1.42443698428928e-23,0.996082248629878
"ENSG00000163141.20","0.00001","IVW",93,0.083286234557396,0.116052474768348,0.472966870053263,96.4349590842672,0.355386723235669,8.95186942291819e-24,0.99631475217483
"ENSG00000143443.10","0.00001","IVW",92,0.285437803559724,0.159317366103937,0.0731922231459653,93.5450767378299,0.406618710778187,4.9537899308673e-23,0.995653232377822
"ENSG00000213190.4","0.00001","IVW",93,-1.41906178112216,0.616836809472515,0.0214172763900924,92.8866015096512,0.454505595720012,8.54287746631266e-23,0.99510687668261
"ENSG00000197622.13","0.00001","IVW",93,0.0568139144800705,0.306471073264585,0.85293020878984,98.1934400174673,0.310078310817881,2.90223126387853e-24,0.996842168776624
"ENSG00000143458.12","0.00001","IVW",93,0.295130113827773,0.137225682948129,0.0315005554573883,93.527831014062,0.435999072487413,5.69461658213542e-23,0.995338295908713
"ENSG00000261168.1","0.00001","IVW",93,-0.151600517567281,0.151966649593303,0.31847786866504,98.6309753255503,0.299286951537451,2.19146804077548e-24,0.996965588644444
"ENSG00000143434.17","0.00001","IVW",93,-0.0619260003492884,0.172695723672937,0.719905984507521,99.5587442782151,0.277087873656775,1.20707551570108e-24,0.997216840412506
"ENSG00000289288.1","0.00001","IVW",93,0.029794440841381,0.112288018117451,0.790747977456339,99.6216538187726,0.275617137528016,1.15919913359476e-24,0.997233361152291
"ENSG00000163154.6","0.00001","IVW",94,-0.656739132046535,0.334688711262359,0.0497347036154583,95.8290418604867,0.399688472620196,1.50331586966301e-23,0.995829150903939
"ENSG00000163155.12","0.00001","IVW",93,0.500729819287988,0.124011461355416,5.39616074199028e-05,83.4571252568001,0.726029484138898,2.81493646690917e-20,0.991300569221563
"ENSG00000163156.12","0.00001","IVW",93,-0.3443607499292,0.17683717939756,0.0514949096322325,95.8115080547133,0.37213481540711,1.3330446324974e-23,0.996115969543089
"ENSG00000163157.15","0.00001","IVW",94,-0.18535448852408,0.0881475686118399,0.0354854573181656,96.035615242769,0.393971948899186,1.31829144304137e-23,0.995897647472729
"ENSG00000163159.15","0.00001","IVW",94,0.505198930879668,0.308664657829456,0.101688099439841,98.2958510154215,0.333650400649419,3.1168393710978e-24,0.996605651233468
"ENSG00000143398.20","0.00001","IVW",94,-0.188709304889865,0.289749344118653,0.514862744807186,100.66811845112,0.275559442790045,6.80671320354519e-25,0.997262694018426
"ENSG00000159352.16","0.00001","IVW",93,-0.621249066334464,0.2865254800334,0.0301422729680284,96.0591626527318,0.365442230361874,1.13811465493144e-23,0.996195654633353
"ENSG00000232671.7","0.00001","IVW",94,-0.297552902784926,0.0788951535366915,0.000162270549412577,87.2883392366581,0.647482262004138,3.08186267048371e-21,0.99258225935255
"ENSG00000143373.18","0.00001","IVW",94,0.159413123270081,0.327058973142581,0.625964972219218,101.253878061361,0.262150652766978,4.67056670486789e-25,0.997410956915565
