"gene_id","p_threshold","method","n_snps","beta","se","pvalue","intercept","intercept_se","intercept_pvalue"
"ENSG00000231940.1","0.001","MR-Egger",46,0.161251489392183,0.246371485134575,0.512786191851923,-0.0660124255807402,0.0286845337339619,0.02137328543221
"ENSG00000135749.19","0.001","MR-Egger",46,0.48966872200453,1.04554964522223,0.639544202513805,0.000743483184670238,0.0320877778083433,0.98151443571282
"ENSG00000143674.11","0.001","MR-Egger",46,-0.314135141183374,0.130592266557419,0.016151894081825,0.029884394482276,0.0278879719727975,0.283905474076199
"ENSG00000289305.1","0.001","MR-Egger",58,0.192265377137378,0.32799574785157,0.557752860655545,0.00760068197188665,0.0243604648120293,0.755033755079983
"ENSG00000135750.15","0.001","MR-Egger",58,-0.14833629860511,0.633811453890579,0.814955069448079,0.00647137765845607,0.0255591491140008,0.800119679655503
"ENSG00000286666.1","0.001","MR-Egger",57,0.435798062051631,0.175094045489073,0.0128125639291077,-0.0549539307867366,0.0265940518040032,0.0387907893069535
"ENSG00000099260.12","0.001","MR-Egger",78,-0.259086062570511,0.216277705760847,0.230943350442548,0.0271344255523784,0.0281340528940925,0.334810777424311
"ENSG00000223656.1","0.001","MR-Egger",78,0.0195765469949196,0.141154029044195,0.889695710053461,-0.0212142377759947,0.0282053381392892,0.451969541535206
"ENSG00000156869.14","0.001","MR-Egger",80,-0.202945150183274,0.190692385804113,0.28721361277735,0.0238976190041754,0.0265164395514966,0.367461869751682
"ENSG00000162688.17","0.001","MR-Egger",83,0.394307779296311,0.156707724409134,0.0118628267217542,-0.0407130264528924,0.0252716807976453,0.107176715184339
"ENSG00000117620.15","0.001","MR-Egger",87,0.00284107127548919,0.185591048930132,0.987786273170081,-0.0535537871616351,0.0216253587850896,0.0132701927253926
"ENSG00000288826.1","0.001","MR-Egger",90,-0.253070190664247,0.192798493912182,0.189312720270197,0.016691920176658,0.0231746778197351,0.471361561568957
"ENSG00000156875.14","0.001","MR-Egger",90,0.00251703161306122,0.395519801654855,0.994922410713178,-0.0339152817291654,0.0262152946471257,0.195761749308878
"ENSG00000156876.10","0.001","MR-Egger",91,0.0136760462209738,0.107122839164501,0.898412545581559,0.0163876623312405,0.0181833659673613,0.367458225466716
"ENSG00000122435.11","0.001","MR-Egger",91,-0.0651582877275167,0.399709511371027,0.870507330080518,0.00793877112834853,0.0245943309918269,0.746855302197614
"ENSG00000122477.13","0.001","MR-Egger",92,0.0769474460313061,0.0694872589447817,0.268138095250116,0.0164101379040329,0.0172570516773238,0.3416431548056
"ENSG00000285530.1","0.001","MR-Egger",95,-0.0353736334339018,0.132243848419317,0.789093505222432,0.0163253500731248,0.0216670990585466,0.451171941969696
"ENSG00000137992.15","0.001","MR-Egger",97,0.0632578335051065,0.192223933884934,0.742092148540457,0.000960614660107269,0.0201787200287452,0.962030782772846
"ENSG00000224616.4","0.001","MR-Egger",97,-0.00983752376876455,0.265411271551683,0.970433013600791,0.0405309889109779,0.02169299113511,0.0617075937766653
"ENSG00000137996.13","0.001","MR-Egger",97,-0.00297811545429052,0.181616737541179,0.986917032595744,0.0231398462782543,0.0175512543561774,0.187364585520669
"ENSG00000079335.20","0.001","MR-Egger",97,-0.705658358586362,0.398955709351287,0.0769333244470869,-0.00197926666276916,0.0227517174956121,0.930676150287645
"ENSG00000181656.7","0.001","MR-Egger",98,-0.132374271731768,0.422649178468093,0.754127731558031,-0.0382056622170712,0.018499276402061,0.0388991901293196
"ENSG00000162692.12","0.001","MR-Egger",95,0.231727388258689,0.219870312478087,0.291916070725289,0.00719349191098367,0.019550756715161,0.712918488939508
"ENSG00000162694.14","0.001","MR-Egger",92,-0.0416435737093886,0.340118958313064,0.902551938732599,-2.80164701641785e-05,0.0230714161991689,0.999031099638387
"ENSG00000273204.1","0.001","MR-Egger",92,-0.083154645822391,0.181760723074836,0.647315201144235,0.0308067706374335,0.0267933423561796,0.250229551884213
"ENSG00000162695.12","0.001","MR-Egger",92,0.417060242461306,0.369834496169992,0.259449058087652,0.00247270137869531,0.0206193588318264,0.904545450461894
"ENSG00000117543.22","0.001","MR-Egger",79,0.471024557201205,0.249315045919585,0.0588550573957647,-0.0571182387073726,0.022888952608471,0.0125797453045193
"ENSG00000233184.8","0.001","MR-Egger",79,-0.0199189612447692,0.045448250294151,0.661184883445179,0.0126593333049829,0.023103931051013,0.583740076701429
"ENSG00000225938.2","0.001","MR-Egger",60,0.31433271437232,0.30421470028537,0.301482497534014,-0.0343494111564796,0.021594787932489,0.111691892538876
"ENSG00000170989.10","0.001","MR-Egger",60,-0.118457953078123,0.55636139174725,0.831392887498658,-0.0106326959434501,0.0203178477062,0.600752959177824
"ENSG00000215835.2","0.001","MR-Egger",58,0.454968748729819,0.208789244086211,0.0293256251527994,-0.0413745864379117,0.0243093974421104,0.0887554300244513
"ENSG00000143157.12","0.001","MR-Egger",66,-0.0107837753184516,0.453504328810786,0.98102907401349,0.0253235288569412,0.023633146638131,0.283933028887074
"ENSG00000225171.2","0.001","MR-Egger",67,-0.163910390857138,0.105958077406148,0.121878618943182,-0.00138302625731715,0.0230044906048444,0.952060189793265
"ENSG00000152382.6","0.001","MR-Egger",66,-0.361898680203263,0.42952492277961,0.399476965031435,0.0328683994013149,0.0210324159116484,0.118111504670119
"ENSG00000143195.13","0.001","MR-Egger",69,-0.0743523208369184,0.258204825089178,0.77337836744034,0.0314761714244189,0.0255651583795832,0.218242975335607
"ENSG00000143194.13","0.001","MR-Egger",69,-0.0812738051679197,0.0646418731307345,0.208647386599722,0.0079651687829367,0.0227420867041175,0.726159238709457
"ENSG00000198842.10","0.001","MR-Egger",70,0.217799882195618,0.271767095797301,0.422887909635451,0.0215977304432429,0.0194287922902443,0.26629500849839
"ENSG00000143167.12","0.001","MR-Egger",72,-0.503794691407625,0.195206068346942,0.00985616214218665,0.0538018762272645,0.0212930267981147,0.011512771813011
"ENSG00000231605.6","0.001","MR-Egger",75,0.113680105135138,0.127706320918403,0.373375579918003,0.039045436222287,0.0207701696427121,0.0601243704664016
"ENSG00000272205.1","0.001","MR-Egger",76,-0.326143202012756,0.240380169275903,0.174850865089376,0.0266228023449001,0.0194263594067894,0.170547306741707
"ENSG00000143190.23","0.001","MR-Egger",76,0.361254561138338,0.701982248345793,0.606818131982247,-0.00573350287977395,0.0242538001682491,0.813125350673531
"ENSG00000287218.1","0.001","MR-Egger",74,0.0172543295501827,0.189881050694496,0.927596564017004,-0.00669387648517707,0.0188816508747208,0.722951058873442
"ENSG00000198821.11","0.001","MR-Egger",74,-0.0885315032070113,0.187478416879436,0.636768070825758,0.00894253834821077,0.0239508132902898,0.708872363766773
"ENSG00000143162.9","0.001","MR-Egger",72,0.0219457986378394,0.163408866008147,0.893165411634145,0.0150104327661172,0.0170519862374205,0.37871049275038
"ENSG00000198771.11","0.001","MR-Egger",72,0.560166679212254,0.253269690897115,0.0269846423243707,-0.0442617551113738,0.0229970288459208,0.0542703097084474
"ENSG00000241666.2","0.001","MR-Egger",72,-0.00527664839445089,0.194753230222925,0.978384742395399,0.0196748381628378,0.0217056661303209,0.364704126536938
"ENSG00000197965.12","0.001","MR-Egger",67,0.370732139855748,0.328995944015024,0.259801972797368,0.00556839525795764,0.0204239307191301,0.785129404209463
"ENSG00000143199.18","0.001","MR-Egger",64,0.00533144164986601,0.0694562234786779,0.938814679093192,0.00918235306427537,0.0185033008162135,0.619714605618745
"ENSG00000143164.16","0.001","MR-Egger",64,-0.469597599245591,0.726619728301114,0.518099997239536,0.00869418234795,0.0220188114818319,0.69295176080347
"ENSG00000143158.11","0.001","MR-Egger",64,-0.0807696571790875,0.190167497111414,0.671034216561267,-0.0182584443076023,0.0202569754115212,0.367406992638246
"ENSG00000224837.1","0.001","MR-Egger",63,0.316152150372934,0.199305915685215,0.112679035365774,-0.021804700863765,0.020117431364013,0.278421990237167
"ENSG00000143147.15","0.001","MR-Egger",63,0.027753746332357,0.182351038418293,0.879029547393427,0.0315844540010549,0.0234973316071156,0.178892790546005
"ENSG00000143155.13","0.001","MR-Egger",64,0.0738883898734796,0.443777395509309,0.867764452181552,-0.00366714090150102,0.0220031696064585,0.86763426710858
"ENSG00000198860.14","0.001","MR-Egger",73,0.0397116737743812,0.155823805501418,0.798839069816011,-0.0199480004323826,0.0164484817362629,0.225222994153814
"ENSG00000271387.1","0.001","MR-Egger",66,-0.304079364764648,0.278179769224885,0.274348224688406,0.0227867071118017,0.0228839269483697,0.319370846938933
"ENSG00000116667.15","0.001","MR-Egger",66,0.135349817959713,0.510138531377977,0.790763165821052,-0.00261203329822078,0.01824982988417,0.886190318778107
"ENSG00000286378.1","0.001","MR-Egger",56,-0.0698849213675809,0.119117418777478,0.557412359624617,0.00921938349084589,0.0213551238028458,0.665946650469674
"ENSG00000285847.2","0.001","MR-Egger",55,-0.067772060535165,0.0946628207210935,0.474033873217728,0.000953493843749751,0.0214435251343964,0.964533471584425
"ENSG00000116406.20","0.001","MR-Egger",52,-0.0503173133613903,0.318756248387351,0.874570945022477,0.000602578647183861,0.0245143357028934,0.980389442594911
"ENSG00000135842.17","0.001","MR-Egger",45,-0.506155307228571,0.366553047350205,0.167324640036188,0.0260626222317983,0.0277186476227383,0.347086309562767
"ENSG00000121481.11","0.001","MR-Egger",43,0.388432559569655,0.266127773265021,0.14440782884803,-0.0367837379895501,0.0237990745803766,0.122202335249107
"ENSG00000121486.12","0.001","MR-Egger",41,-0.562942585402096,0.424426176619868,0.184719949672412,-0.00516227875889564,0.0302914517804241,0.864679596647456
"ENSG00000116668.13","0.001","MR-Egger",41,0.293042023267472,0.355843708029754,0.410216161848122,-0.0226496657825627,0.0349771604587635,0.517272243742046
"ENSG00000231084.2","0.001","MR-Egger",41,0.222027638762149,0.296246188448957,0.453573957789355,-0.0369387005099602,0.0289407367733757,0.20182948915559
"ENSG00000238061.2","0.001","MR-Egger",43,-0.230531012551877,0.181938208859843,0.205125218394863,0.0261450506926452,0.029448947489454,0.374643316916416
"ENSG00000279838.1","0.001","MR-Egger",44,-0.0732686545268399,0.199467539455508,0.713379447704614,0.0262821724664336,0.0277149753900481,0.342975625143142
"ENSG00000116679.16","0.001","MR-Egger",44,0.0399231208048552,0.555089967381468,0.942664067694593,0.00873237516144906,0.0242013574210106,0.71823273257763
"ENSG00000273004.1","0.001","MR-Egger",44,0.444769937528357,0.219711209518701,0.0429352987352527,-0.0615565515376888,0.0374784834933179,0.100496689924382
"ENSG00000143341.12","0.001","MR-Egger",57,-0.135497965904595,0.323057173927801,0.674906210753216,0.027861605587784,0.0253459549727336,0.271657923828433
"ENSG00000228140.2","0.001","MR-Egger",91,0.128064020798958,0.106664191001238,0.229895511055477,-0.0214897749808973,0.0160948210569242,0.181811508686219
"ENSG00000142634.13","0.001","MR-Egger",91,-0.612970431498706,0.456558183014933,0.179404783968207,0.0358695191880588,0.0202666593654662,0.0767474282800127
"ENSG00000162438.12","0.001","MR-Egger",92,0.277799474459382,0.139092071547011,0.0457997223438407,-0.0131450099132479,0.0172336085135691,0.445609908692298
"ENSG00000142615.8","0.001","MR-Egger",93,0.225651316431192,0.131082333267251,0.0851697043492312,-0.00713817661063282,0.0199831908190069,0.720935311243509
"ENSG00000215704.10","0.001","MR-Egger",93,0.18376214131468,0.127951719097931,0.150950147196987,0.00181330678261379,0.018200427010679,0.920638152553067
"ENSG00000132906.18","0.001","MR-Egger",97,-0.513320404323479,0.167434308902196,0.0021708717192741,0.0204750068594935,0.0157020488879068,0.192243677272211
"ENSG00000116138.13","0.001","MR-Egger",97,0.36537803073048,0.362370536208204,0.313310702630117,-0.0107665810316635,0.0184003071325426,0.558459967736985
"ENSG00000116771.6","0.001","MR-Egger",97,-0.0565026337496775,0.124302175313713,0.649426761181063,-0.00554971846115322,0.0162910464684537,0.733359066115091
"ENSG00000237301.1","0.001","MR-Egger",97,0.108876811123445,0.169548934221143,0.520772106429011,-0.0318750046060511,0.0164225859713,0.052267397818941
"ENSG00000235084.3","0.001","MR-Egger",97,0.136537203495051,0.15057910636921,0.3645404253752,0.00623070736874237,0.0164901891337452,0.705547010260995
"ENSG00000197312.12","0.001","MR-Egger",97,0.478293223721272,0.232337396487052,0.0395311452852951,-0.0234519642725616,0.0182204144987144,0.198050469357605
"ENSG00000116786.13","0.001","MR-Egger",97,-0.302758794737877,0.325554712617574,0.352382357329805,0.0101246363364481,0.0185852720352818,0.585914020289227
"ENSG00000162461.8","0.001","MR-Egger",96,-0.226325201145832,0.101649902974247,0.0259795951876041,0.01432385092755,0.0145562164456615,0.325097477486674
"ENSG00000237938.5","0.001","MR-Egger",96,-0.30287748064876,0.192900287530947,0.116386133954819,0.0137966319337907,0.0165540040985415,0.404601297419993
"ENSG00000162458.13","0.001","MR-Egger",96,0.187210523710436,0.193514761760637,0.33333289480649,-0.0245664681867876,0.0162473310860379,0.130525977743841
"ENSG00000233954.6","0.001","MR-Egger",96,-0.204253307827908,0.18218840210643,0.262240882926132,0.0106305513100135,0.0174581092001814,0.54257900626744
"ENSG00000178715.8","0.001","MR-Egger",95,0.173382245620898,0.157358605495208,0.270536101181505,-0.000348211739709097,0.0174167860844479,0.984049051198949
"ENSG00000179743.4","0.001","MR-Egger",94,-0.0524103415309497,0.122884142328701,0.669742037267389,0.00974928186730955,0.0187539072678257,0.603165778890491
"ENSG00000065526.12","0.001","MR-Egger",94,-0.666618882623177,0.494425498384163,0.177571677136211,0.00475798533526764,0.020012363294728,0.812073219521624
"ENSG00000116809.12","0.001","MR-Egger",105,0.317066276105635,0.328089052969929,0.333842516159281,-0.00270015769108926,0.016796106730335,0.872281700473791
"ENSG00000183888.4","0.001","MR-Egger",106,-0.315706990659302,0.224339509068993,0.159346377423898,0.0328491729322878,0.0175234649421299,0.0608502437424892
"ENSG00000186510.12","0.001","MR-Egger",106,-0.0333674397615379,0.0655014295620286,0.61046105391919,0.0044739581681378,0.0151513363591745,0.767776385367522
"ENSG00000173641.18","0.001","MR-Egger",106,-0.160156711423648,0.125375933356845,0.201456859565971,0.00413598093052213,0.0167211763049274,0.804637460125427
"ENSG00000232456.1","0.001","MR-Egger",106,-0.170057690561334,0.061493702360773,0.00568445132321638,0.00363372433026817,0.0147785872090957,0.80577694358539
"ENSG00000184908.20","0.001","MR-Egger",106,0.167988629863601,0.161330347324161,0.297749740815132,-0.006652702702916,0.0169429074353041,0.694574948546765
"ENSG00000185519.9","0.001","MR-Egger",105,-0.172571100534206,0.145239869264398,0.234762521336545,0.00965555202606908,0.0158180633429917,0.54158823665607
"ENSG00000162687.19","0.001","MR-Egger",30,-2.09409623226781,0.624627580574721,0.000800702968060563,0.0307612046314973,0.0266635846075674,0.248631996444537
"ENSG00000000971.16","0.001","MR-Egger",30,-0.718721839047023,0.308752333446588,0.0199213225795432,0.018157862266534,0.0372708935538105,0.626126435958002
"ENSG00000066279.19","0.001","MR-Egger",30,0.248814870964861,0.209427952867605,0.23480620303412,-0.035435063787276,0.0222321335998894,0.110965830075031
"ENSG00000177888.8","0.001","MR-Egger",30,0.394495309434904,0.454752955407307,0.385671579543059,-0.0233253120916823,0.0222379513082287,0.294225698672858
"ENSG00000134376.17","0.001","MR-Egger",33,1.40800157416496,0.722160325092328,0.051210963464676,-0.109327551837481,0.0458244111352451,0.0170423481965205
"ENSG00000213047.13","0.001","MR-Egger",35,0.715059495828432,0.406620722043878,0.0786553827897065,0.0175485529978072,0.0291437000537541,0.547081739638723
"ENSG00000203724.11","0.001","MR-Egger",36,0.342293351905085,0.174085256138395,0.0492709218901952,-0.0195145027674424,0.0324378032608088,0.547442064266559
"ENSG00000151414.15","0.001","MR-Egger",37,-0.472793243105367,1.04276423093378,0.650258015641411,0.0409705943351789,0.0336700567400173,0.223670494705796
"ENSG00000143207.21","0.001","MR-Egger",37,0.212820238438184,0.257209179836292,0.407998566395707,0.0333193396558765,0.0375231716532434,0.374558481217775
"ENSG00000236021.3","0.001","MR-Egger",37,-0.460633503168729,0.329042186003749,0.161536578878961,0.0302000899786124,0.0424134282681553,0.476439532097057
"ENSG00000227815.2","0.001","MR-Egger",36,0.391147028579222,0.365022000530214,0.283912717358959,-0.02503125877535,0.045605291168095,0.583096433995289
"ENSG00000116183.11","0.001","MR-Egger",40,-1.09533176369095,0.394885525947764,0.00554064655860964,0.070239783260997,0.0318584210089883,0.0274717976844843
"ENSG00000286754.1","0.001","MR-Egger",45,0.192501126438678,0.277453388803846,0.487798678734246,-0.0360941424371216,0.0350167365204171,0.302649480915086
"ENSG00000152092.16","0.001","MR-Egger",45,-0.274715249902027,0.248411522986591,0.26877512559795,0.0151791090241164,0.0279679295492011,0.587313878274933
"ENSG00000198797.7","0.001","MR-Egger",46,-0.0581336844559892,0.372477321858174,0.875975413962482,0.00530367842083901,0.0285721405205307,0.852739537806749
"ENSG00000227579.6","0.001","MR-Egger",62,-0.466322470138356,0.21558783261567,0.0305390433270665,0.0198744144552436,0.0178740089688513,0.266173838064102
"ENSG00000120341.19","0.001","MR-Egger",65,0.242076779455692,0.285897407835716,0.397147841879806,-0.00998951306342919,0.0170960807850149,0.559007748198652
"ENSG00000242193.11","0.001","MR-Egger",65,0.186706116579539,0.112736798562299,0.0976967121520007,-0.0141053564417773,0.0215659391840173,0.513074995017116
"ENSG00000224687.2","0.001","MR-Egger",66,0.0534127384010412,0.10046018237555,0.594947172937485,-0.00898613997609386,0.0164479609470331,0.584833875252553
"ENSG00000075391.17","0.001","MR-Egger",66,0.772270905589757,0.568002721646503,0.173948508385176,-0.0167658494462325,0.020744545092444,0.418972458358647
"ENSG00000117600.14","0.001","MR-Egger",70,-0.0382632339477536,0.772719164621147,0.960506775081678,-0.00868815541637878,0.0287174340128063,0.762240898635377
"ENSG00000117174.11","0.001","MR-Egger",92,-0.148558871171594,0.161327755391719,0.357128074208618,-0.000417683308562677,0.0215019526105813,0.984501774734382
"ENSG00000171502.15","0.001","MR-Egger",96,-0.746375840457857,0.16596073285306,6.88206070287301e-06,0.0191483865337109,0.0161666904462734,0.23624109500173
"ENSG00000285210.1","0.001","MR-Egger",87,-0.340335459942635,0.135166863953761,0.011805977680986,0.0117415040734323,0.0193544190234245,0.544078211289519
"ENSG00000122417.15","0.001","MR-Egger",85,0.249831974044907,0.156582208984591,0.110593250134544,-0.0126811472304975,0.0197159425669191,0.5200991715846
"ENSG00000137975.8","0.001","MR-Egger",84,0.233437225063444,0.168965687845726,0.167105044039973,0.0183402786116843,0.0199958683508936,0.359036060938687
"ENSG00000016602.9","0.001","MR-Egger",80,0.0413900484218994,0.283623597841912,0.883974263746571,0.018357765982365,0.0183507243912268,0.317124844129056
"ENSG00000236915.2","0.001","MR-Egger",76,0.0420030456688885,0.0607013767929414,0.488961197447754,-0.0058056064576035,0.0194673961964347,0.765533707082854
"ENSG00000261737.1","0.001","MR-Egger",75,-0.400304326820898,0.272415953432607,0.141708083554775,-0.00849510001179563,0.0243032160925016,0.726679194644444
"ENSG00000097033.14","0.001","MR-Egger",75,-1.16313176932901,0.766954632776748,0.12937812337804,0.0273417472286951,0.0275420857914587,0.320843455308343
"ENSG00000183291.18","0.001","MR-Egger",73,-0.0379933235687937,0.131555313947688,0.772733565910264,0.00197031367626619,0.0236734595942134,0.933669611665229
"ENSG00000153936.18","0.001","MR-Egger",73,-0.0278809918104113,0.197391096473279,0.887674450986835,0.0143807950388288,0.0246800939203072,0.560103339992273
"ENSG00000267272.5","0.001","MR-Egger",68,0.0195324315441402,0.243878880106938,0.936165115003535,-0.00945754941811341,0.0251809138181155,0.707226155516183
"ENSG00000284240.1","0.001","MR-Egger",62,0.0526390985823937,0.400732506142933,0.89549274738634,0.0012479611034796,0.0277099159847724,0.964078115786306
"ENSG00000143013.13","0.001","MR-Egger",65,-0.885265377999329,0.693228534751031,0.201595861429934,0.0447220751390292,0.0256320444037809,0.0810245526167599
"ENSG00000227290.2","0.001","MR-Egger",65,-0.0279570806040574,0.199233376300013,0.888404572486089,-0.00684771145415551,0.0235908075942387,0.771609437043236
"ENSG00000228327.4","0.001","MR-Egger",55,0.0918417073744837,0.312269492227724,0.768673538957272,0.0350113145173806,0.0338431307229672,0.300894251225805
"ENSG00000237491.10","0.001","MR-Egger",55,-0.434096472556739,0.27651018089511,0.116435735704506,0.00639439069930015,0.0343483229076878,0.852316850265708
"ENSG00000230092.7","0.001","MR-Egger",56,-0.413389866417453,0.142757223830254,0.00378248240456025,0.0718053697125666,0.0332565783591553,0.0308398643357242
"ENSG00000177757.2","0.001","MR-Egger",56,-0.880589548107899,0.428427587227126,0.0398405014445482,0.0118710398021838,0.0356080267143496,0.738846698188967
"ENSG00000228794.11","0.001","MR-Egger",58,-0.563425283023817,0.606339310629516,0.352772804043314,-0.0157619382527596,0.028192392014852,0.576103838095873
"ENSG00000225880.5","0.001","MR-Egger",58,-0.310725495054337,0.121221600941339,0.0103686937105008,0.0233548648474186,0.0287594170755977,0.416747375831904
"ENSG00000288531.1","0.001","MR-Egger",60,1.13236363256263,0.564008966657396,0.0446746470883137,-0.0657808516978213,0.0392195784706812,0.0934945338658739
"ENSG00000234711.1","0.001","MR-Egger",61,0.930117023613431,0.396885999631534,0.0191018676631425,-0.0353109068098211,0.0390612263659721,0.366001399168997
"ENSG00000230368.2","0.001","MR-Egger",61,0.300565605079653,0.313583120122127,0.337816824160737,-0.0170628212164056,0.0354261619406634,0.630058404949231
"ENSG00000230699.2","0.001","MR-Egger",62,-0.0697300130254298,0.335258202134294,0.835237568334189,-0.011336762022997,0.0319475153953567,0.722697601888438
"ENSG00000223764.2","0.001","MR-Egger",63,0.477640970460154,0.323960790205974,0.140379588212705,-0.0570133473115279,0.0329790650925383,0.0838495673186608
"ENSG00000187634.13","0.001","MR-Egger",63,0.0184648137928752,0.358406043217125,0.958911755710167,0.0455042217765888,0.0292744084292603,0.12008837109791
"ENSG00000188976.11","0.001","MR-Egger",65,0.102802642187756,0.531388181885987,0.846598310335601,0.0338117005860034,0.0289227428629272,0.242389503997818
"ENSG00000187961.15","0.001","MR-Egger",65,1.2275080055857,0.663779510104591,0.0644187329821697,-0.0409602787477655,0.029042819435115,0.158439020264755
