chr,gene_id,chr,method,n_snps,beta,se,pvalue,heterogeneity_Q,heterogeneity_Q_df,heterogeneity_Q_pval,heterogeneity_I2
1,ENSG00000162733.19,1,IVW,4,0.288120671646034,0.169299819390038,0.0887859561608215,0.980777573355256,0.805903076794053,0.257970126987548,0.178301891592968
1,ENSG00000132196.16,1,IVW,3,0.228826616010473,0.121425603621969,0.0594973013733438,0.000156701856804011,0.999921652140952,0.990008579020944,0
1,ENSG00000185860.14,1,IVW,3,-0.0158627677564987,0.0624850727832451,0.79959991995466,1.44336022849891,0.485935143172409,0.101482670808874,0.663330654691948
1,ENSG00000143228.13,1,IVW,5,-0.0721408691232783,0.0584665946431764,0.217246939028349,2.36598672562126,0.668782538907252,0.0742771383383803,0.717334619140079
1,ENSG00000143512.13,1,IVW,5,0.0598985352342594,0.0501073162646344,0.231928842177441,1.4178647440647,0.841084170370621,0.192245452602969,0.406795201099774
1,ENSG00000143498.18,1,IVW,6,-0.00538789665999906,0.0555946615985715,0.922794753234995,4.9023099418543,0.427918495109449,0.00796149525219161,0.912710844441715
1,ENSG00000225265.2,1,IVW,9,-0.0268273900054137,0.0485646409904709,0.580670348605684,10.6178406850562,0.224306868709681,0.000116206724499966,0.978874530578955
1,ENSG00000154305.18,1,IVW,4,-0.247221092071043,0.16941793144887,0.1444995992559,1.80606500087301,0.613616013793325,0.0999067609182319,0.66024699360393
1,ENSG00000272750.1,1,IVW,7,-0.000380085135781507,0.027768496152596,0.989079185608866,2.45758706895352,0.873183823041276,0.0980181341763999,0.644698723364828
1,ENSG00000162819.12,1,IVW,5,0.0902888994387753,0.0973351539338454,0.35361077597637,3.30275093861352,0.508496514015135,0.0278508837070498,0.846038492315561
1,ENSG00000186063.13,1,IVW,3,-0.0256486229833042,0.122515137687504,0.834174519310722,0.209908297427134,0.900365804570242,0.603665834538633,0
1,ENSG00000198715.13,1,IVW,4,0.0406966037329685,0.167603167473102,0.808148527180373,10.7142091436695,0.0133760253017966,5.14184285812273e-06,0.998751562049757
1,ENSG00000163468.15,1,IVW,3,-0.113389407816897,0.209070462659857,0.587577277518945,0.0176489775547929,0.991214332746402,0.892075187508901,0
1,ENSG00000163382.13,1,IVW,8,0.0363827970926485,0.0403031580247382,0.36667016862371,1.69389658772331,0.974828847834461,0.187348391001731,0.424505099721179
1,ENSG00000132702.13,1,IVW,3,-0.0181149307978379,0.200399030852556,0.927973883382948,0.426200119911129,0.808075277194802,0.431190314604059,0
1,ENSG00000132692.19,1,IVW,4,0.155320633749318,0.145061393502247,0.284293801611732,0.630533465501776,0.889408223432016,0.384184432262707,0
1,ENSG00000143320.9,1,IVW,7,-0.041814862335833,0.0679305260210214,0.538189353278894,4.92521061279424,0.553440673916667,0.0110824754161246,0.887631064450525
1,ENSG00000223356.1,1,IVW,3,-0.0259922033939766,0.0796044169393549,0.744033153434136,8.79706858317993,0.0122953480975744,1.45838409049499e-05,0.998602335768862
1,ENSG00000132694.19,1,IVW,4,0.100139557644759,0.228148859508766,0.660718042684882,1.72104620568902,0.632264923819532,0.110270267451897,0.632627571688929
1,ENSG00000137936.18,1,IVW,3,-0.181186632538874,0.249557144230461,0.467818760556027,0.000812534011632695,0.999593815509449,0.977223133509415,0
1,ENSG00000260464.1,1,IVW,5,0.186119800400879,0.113665822849045,0.101540705345986,7.12029368724327,0.129666174707932,0.000477321385446968,0.981789209770906
1,ENSG00000023909.10,1,IVW,4,-0.0526539906202081,0.149259345610413,0.724262025118362,0.767309148294356,0.857269193010603,0.328754909819129,0
1,ENSG00000198691.14,1,IVW,3,-0.0612660228729775,0.0783699360981034,0.434359070703893,1.47915856950139,0.47731468685177,0.0965979832095859,0.67730661425119
1,ENSG00000117528.14,1,IVW,9,0.146557940293833,0.13592206042846,0.280922274037593,2.15991524734158,0.975712584963717,0.137315728455512,0.548263485724905
1,ENSG00000288736.1,1,IVW,6,0.00601337862382566,0.0638160257448666,0.92492652247773,1.38781416328964,0.925641617059165,0.21895317979818,0.333021926462368
1,ENSG00000223675.1,1,IVW,4,-0.0663859155291222,0.0670779994587464,0.322329379903581,1.93725392562098,0.585531469773506,0.0857644804314811,0.697751821777408
1,ENSG00000143036.17,1,IVW,6,-0.0386583151228011,0.107029361969811,0.717954764067321,6.33178568025597,0.275259954991247,0.0018747816288283,0.956527278576473
1,ENSG00000224081.10,1,IVW,5,-0.137382239730296,0.105683432096178,0.193621148214619,1.11212875864735,0.892343099612094,0.258530217302971,0.197626090797773
1,ENSG00000117519.16,1,IVW,7,-0.0881727354130262,0.272558421044875,0.746316368037496,13.0925061205952,0.041590237451804,4.23320867874678e-06,0.996823355508203
1,ENSG00000235501.7,1,IVW,17,0.011173637256379,0.0390957086557208,0.775029667852609,9.45527552972696,0.893487350885776,0.00171751276718757,0.905503827141082
1,ENSG00000226026.7,1,IVW,5,-0.0153852819916552,0.0814008959834414,0.850087880785721,3.45277548937233,0.48509516922074,0.0237452199190858,0.859505730762436
1,ENSG00000122481.17,1,IVW,27,0.0309650809542273,0.0333780703392496,0.353559398356463,17.6869438212473,0.886864486668686,2.03137960015395e-05,0.949857674924975
1,ENSG00000287919.1,1,IVW,5,-0.0186024854151733,0.0546194615332727,0.733417179715527,6.22923885560767,0.18267017364829,0.00122120775748033,0.970675362129701
1,ENSG00000228971.3,1,IVW,7,0.0218714635232077,0.128318470022031,0.864658825096543,13.2831530193084,0.0387534431247217,3.52804589170034e-06,0.997082511729829
1,ENSG00000213625.9,1,IVW,12,-0.0130750806742204,0.0810470242245109,0.871835786974981,4.1513041696224,0.965280009168618,0.0394553698615149,0.767475480059458
1,ENSG00000116678.20,1,IVW,6,-0.0011877839041895,0.0839454363978247,0.988710728574931,2.4929766823402,0.777552423327587,0.0824545423856448,0.688102809450393
1,ENSG00000118473.23,1,IVW,4,0.223742249513267,0.283891016971783,0.430622271096047,3.78319828207273,0.285846510409894,0.00994524795968147,0.924443159174495
1,ENSG00000152760.10,1,IVW,10,-0.00701806082523543,0.0474066712150769,0.882311579831082,2.55948642068207,0.979240654880536,0.106631754509662,0.61740736463076
1,ENSG00000198160.15,1,IVW,3,-0.090272637802098,0.214052676150259,0.673221413269569,1.42653564841591,0.490040212848044,0.103866051565805,0.656482322476689
1,ENSG00000116704.8,1,IVW,9,0.0299882905484505,0.068979832333343,0.66375117915037,3.66683505218638,0.885863070913522,0.0466042380314336,0.758412075180388
1,ENSG00000203963.12,1,IVW,3,0.0810866593030614,0.0863904586027114,0.347932735098527,5.2925358387096,0.0709153817280171,0.00077642553033829,0.98660086886718
1,ENSG00000081985.13,1,IVW,5,-0.220157978167523,0.151367941916789,0.145819984529488,2.48814775023521,0.646759372181888,0.0654822416311663,0.740063920190934
1,ENSG00000132854.19,1,IVW,8,-0.046131583720507,0.0407443532809509,0.257541829450388,6.78768110196924,0.451316329249825,0.00271584141245571,0.933509497209748
1,ENSG00000235545.1,1,IVW,4,0.163343013867812,0.0912044383360591,0.073300571095146,0.300330815150194,0.95996625089761,0.566753053877043,0
1,ENSG00000125703.15,1,IVW,5,0.398059979060506,0.138794198488595,0.00413092298482698,0.877592263681924,0.927753332088991,0.323943681062596,0
1,ENSG00000088035.18,1,IVW,5,0.012986920684972,0.100652218414908,0.897335758560748,6.98827533652108,0.136509118938976,0.000548268784252438,0.980465978747922
1,ENSG00000203965.13,1,IVW,16,0.0356278943568955,0.0552601829424913,0.51910221135014,7.56744543624115,0.93995247659457,0.00533899643766245,0.875789989565956
1,ENSG00000142856.17,1,IVW,23,-0.0109676722917176,0.0200859688343253,0.585040841792377,39.8197460001906,0.0113478974107006,6.2602969276851e-13,0.99971501833762
1,ENSG00000116652.6,1,IVW,4,-0.0960094049234687,0.081544437499165,0.239040859543494,0.020238303270492,0.999238894840234,0.886673863944461,0
1,ENSG00000079739.17,1,IVW,3,0.0416375622842413,0.202672881132184,0.837226653661238,3.39841322555902,0.182828520337606,0.00773885005895155,0.946201798250261
1,ENSG00000270171.1,1,IVW,15,0.00698854914380789,0.0300193731096934,0.815915701886223,3.33249027050808,0.998322993187666,0.0677621525685313,0.700427334470369
1,ENSG00000270035.1,1,IVW,3,0.307256263264295,0.0995294462383652,0.00202127038009895,3.04106763036766,0.218595166382453,0.0121734652873625,0.928118939480466
1,ENSG00000049245.13,1,IVW,4,0.533635654642537,0.365551661888855,0.144342537780818,7.26270507810162,0.0639795183761274,0.000202351047168128,0.991190676519547
1,ENSG00000116288.13,1,IVW,6,0.101754046886404,0.160936331467311,0.527215202437647,4.24348721424992,0.51491855782747,0.0153834677770009,0.878656743421227
1,ENSG00000284747.1,1,IVW,4,0.000728248328805724,0.0799877657629863,0.992735763212729,1.72226380904453,0.631995437744537,0.1101146573406,0.633043768076883
1,ENSG00000238290.1,1,IVW,7,-0.0182970821093747,0.0325668564881309,0.574230905961187,4.93994398401636,0.551538570570802,0.0109305569066163,0.888351250063694
1,ENSG00000142599.19,1,IVW,11,-0.108627437400359,0.0737284356509785,0.140657976320786,3.34575865603963,0.972077844320148,0.0647232818624695,0.709459663934399
1,ENSG00000230679.1,1,IVW,3,-0.0388988585822007,0.090511887729604,0.667366457356768,0.608572885993222,0.737649541640624,0.329596708040563,0
1,ENSG00000142583.18,1,IVW,4,-0.0930625883666241,0.166701465958759,0.57666755939586,3.96703768499849,0.265045533178194,0.00804210512980279,0.933188047549819
1,ENSG00000228526.7,1,IVW,4,-0.0646128987338167,0.092774679958576,0.486147242649474,1.68314203232408,0.640688188704288,0.115223652088571,0.619349896562426
1,ENSG00000049239.13,1,IVW,4,-0.0504590131694701,0.154455323912602,0.743902347814103,4.08282346025249,0.252658461012473,0.0070376540164974,0.938116731357067
1,ENSG00000284652.1,1,IVW,3,-0.00876948052805145,0.0819173065839442,0.914747058247106,2.72281560889099,0.256299702991176,0.0183363175402331,0.905869607124969
1,ENSG00000171612.7,1,IVW,4,-0.221617649869076,0.208350961504417,0.287476082067516,0.419457783503785,0.936194281638167,0.490659231316198,0
1,ENSG00000008118.10,1,IVW,3,0.26038726201033,0.150194925213432,0.0829780400759506,0.973462666074385,0.614632142114814,0.195521711278261,0.368612517423603
1,ENSG00000196878.15,1,IVW,4,-0.181298027217284,0.133674173002167,0.175013856142758,3.18302712388713,0.364257679026748,0.0199815239257639,0.885562496061323
1,ENSG00000117595.12,1,IVW,7,0.0428610516657548,0.0804410937825014,0.594154503693453,14.83614392605,0.0215701557884418,8.01112243492083e-07,0.998546107674881
1,ENSG00000117597.18,1,IVW,9,-0.0595841989787849,0.0663637271037085,0.36926932764022,4.2874568616569,0.83030153702101,0.0291066445368069,0.806341716357203
1,ENSG00000143469.20,1,IVW,3,0.0289249066105172,0.0952288088195051,0.761325115365814,3.66523822204783,0.159993976549287,0.0055427939636564,0.956348273466412
1,ENSG00000082497.12,1,IVW,3,-0.171994753482064,0.171607779690605,0.316220455250328,3.9799145954367,0.136701262776715,0.00375655000426582,0.96565221200137
1,ENSG00000203706.8,1,IVW,8,0.0694694228879132,0.105546638693615,0.51041799300671,19.678387628074,0.0063079021522408,1.57757205726046e-08,0.999679450254184
1,ENSG00000054392.13,1,IVW,11,0.0537563603964702,0.0388238226372963,0.166167754171109,9.92114312353726,0.447438749803712,0.000436785367724621,0.954900484326026
1,ENSG00000287354.1,1,IVW,3,2.94092893227044e-05,0.0987621559864862,0.999762406791209,1.6412113213277,0.44016498314208,0.0773483416591535,0.731804809397733
1,ENSG00000229657.2,1,IVW,4,0.0227601081887072,0.146393934477354,0.876449493324271,11.3673302922931,0.00989670966873509,2.59561018591286e-06,0.999129372560288
1,ENSG00000174529.7,1,IVW,9,0.0954917199442912,0.0586837127168095,0.103688902045849,5.79489893189781,0.67019384524873,0.00861996111615209,0.884347621395142
1,ENSG00000117222.14,1,IVW,7,0.169983268534276,0.125500980605119,0.175596753853161,7.27047053184507,0.296556959944869,0.001167573444859,0.959210761030399
1,ENSG00000133059.17,1,IVW,6,-0.327579844476664,0.125841882382316,0.00923832027486754,5.11421820431415,0.402100598343485,0.00643136900568845,0.921375940118416
1,ENSG00000133069.17,1,IVW,3,0.0178982694752574,0.153566730791364,0.907216316033986,1.80751660189774,0.405044516371699,0.0616860732339219,0.775911039518842
1,ENSG00000281406.2,1,IVW,3,-0.177693228540152,0.184057475506904,0.334333235255865,0.646472812375325,0.723802722698127,0.31196060198516,0
1,ENSG00000117266.16,1,IVW,5,0.318885704208441,0.127831841470603,0.0126109217447013,1.82881687870364,0.767206123827756,0.128108138428909,0.580490462023955
1,ENSG00000158711.14,1,IVW,3,-0.342583373126372,0.176579235787518,0.0523661633426981,4.01577338022235,0.134272133672835,0.00359475019887457,0.966563816988746
1,ENSG00000069275.13,1,IVW,5,-0.37644195041744,0.272404576544208,0.166995569581947,10.4543750567084,0.0334312984796458,1.53065548887167e-05,0.996802171502524
1,ENSG00000117280.13,1,IVW,7,0.00469865283886252,0.146039042704313,0.974333330413978,18.9469983778946,0.00425408722503719,1.58308140107649e-08,0.999775474344791
1,ENSG00000286619.1,1,IVW,17,0.040242790718502,0.0203461736130362,0.0479394680623414,21.2275279387764,0.169929530761709,2.32565128738621e-07,0.991994850683894
1,ENSG00000133065.11,1,IVW,4,0.0166972324704935,0.196068788604717,0.932134131870914,0.191085841306486,0.979015355633757,0.653313897266741,0
1,ENSG00000162877.13,1,IVW,8,-0.0507160243907815,0.0313939123941536,0.106208257597505,4.51286745789227,0.719167265490955,0.0206185841054276,0.840640729602362
1,ENSG00000263528.8,1,IVW,3,-0.082008815807665,0.05870879744702,0.16245134615698,4.09372092970029,0.129139706456548,0.00326734567423393,0.968454198839098
1,ENSG00000266094.8,1,IVW,6,0.205196010103507,0.124623883624457,0.0996562618671746,5.22659383740078,0.388857006829837,0.00574189338866886,0.925600301280878
1,ENSG00000175147.13,1,IVW,6,-0.0182651403647465,0.0576047986184075,0.75118539204845,2.78484424624793,0.733114419193804,0.0629636242328759,0.736748502117653
1,ENSG00000142621.21,1,IVW,6,-0.0330205274093552,0.0719132709905195,0.646110986034926,5.7424970246739,0.332086798613402,0.00340712092534898,0.942170314205385
1,ENSG00000228140.2,1,IVW,5,0.0750423305600743,0.0421093702441777,0.0747359388228495,3.03429250361252,0.552103123766006,0.037000979809065,0.818045516999863
1,ENSG00000142615.8,1,IVW,3,0.0964497725371991,0.0707817469612853,0.172997185985894,1.04483721844733,0.593084372562854,0.176800170095992,0.432366724604049
1,ENSG00000116771.6,1,IVW,6,0.247765916169108,0.0657539647104321,0.000164510823626079,4.04289716851737,0.543256497546352,0.0187619965341555,0.865626931652685
1,ENSG00000197312.12,1,IVW,5,0.0835870115567194,0.0985374701916056,0.396284051485688,2.70792444065175,0.60782865099575,0.0521126991337383,0.775537071171212
1,ENSG00000116786.13,1,IVW,4,-0.217154311149823,0.236911124813691,0.359348801319625,6.07200805785238,0.108158951860516,0.000745599480489646,0.982187284530915
1,ENSG00000162461.8,1,IVW,10,0.0647139813885702,0.0449732248439445,0.150166204884347,8.50381461025404,0.484275791443666,0.00110118094546244,0.943051934497758
1,ENSG00000162458.13,1,IVW,4,-0.0801895101884452,0.0956574752514183,0.401863124089677,1.61084313371041,0.656933718696888,0.125282975757925,0.592180203677741
1,ENSG00000178715.8,1,IVW,3,0.0524696644407332,0.0759543576530362,0.489687973826704,0.0125554899983997,0.993741918872163,0.909345155616496,0
1,ENSG00000179743.4,1,IVW,11,-0.0380337065172112,0.0411040824609912,0.354808626074241,12.4035829075516,0.258953601262296,5.06800195170031e-05,0.979122677439868
1,ENSG00000183888.4,1,IVW,6,0.00356615066368595,0.0925834211158986,0.969274486884796,4.69482664499666,0.454246636572485,0.00980564527467006,0.903245280194407
1,ENSG00000186510.12,1,IVW,7,0.0365532868335864,0.0363874624040323,0.315110121945752,6.36402632345344,0.383670287719481,0.00281094295982144,0.939712649159615
1,ENSG00000173641.18,1,IVW,4,-0.0621688823994966,0.0785270206628308,0.428542751272816,3.59903977940571,0.308142336439696,0.0123114741058175,0.914382069850148
1,ENSG00000232456.1,1,IVW,23,0.0165765719791775,0.0239471536218262,0.48880250277603,31.4464074846425,0.0873362277951774,4.50152150347e-10,0.997222696174823
1,ENSG00000185519.9,1,IVW,10,-0.0466285136593469,0.0635412024723803,0.463051653302586,14.4517179838879,0.107139658327278,5.52091575305558e-06,0.992586372191408
1,ENSG00000136636.13,1,IVW,3,0.0986865883636547,0.279504934258308,0.724031185414018,3.93967703498042,0.139479377876578,0.00394707747882385,0.964596240595831
1,ENSG00000162390.18,1,IVW,4,-0.0546628095809315,0.120320295185934,0.649605143720532,1.81695074686159,0.611253228717297,0.0986508829437942,0.663582939838566
1,ENSG00000184313.20,1,IVW,4,-0.0676101177541833,0.0981191731794038,0.490784739106211,2.29653967507678,0.513184137489371,0.0563764476936814,0.776540269232573
1,ENSG00000243725.7,1,IVW,3,-0.029544799176906,0.0844352847510559,0.726405809196147,3.876619428348,0.143947055928713,0.00426594186071469,0.962867890802979
1,ENSG00000116133.13,1,IVW,8,-0.0136485410418051,0.098089200013719,0.889336219279773,2.52033829791249,0.925557799828839,0.101517272842383,0.632764458408045
1,ENSG00000162402.14,1,IVW,4,0.166224075392626,0.173313302139833,0.337510441810409,5.09434179923592,0.165017893232196,0.00222230049162445,0.96760761257579
1,ENSG00000243970.4,1,IVW,17,0.0458445464310188,0.0493499152574317,0.352905099529432,34.1638291230452,0.00516347248286837,5.51037429294181e-12,0.999848861424044
1,ENSG00000116981.4,1,IVW,8,-0.0285507476031598,0.0657324094767806,0.664035675080957,5.19339207063135,0.636375793209679,0.0114516450109477,0.877464326868679
1,ENSG00000198754.5,1,IVW,9,0.000656102120129417,0.0490797558438275,0.989334132749767,7.68555963442749,0.464772441232109,0.00166806080283945,0.939526532440116
1,ENSG00000116985.12,1,IVW,6,0.0403739007773255,0.0630464205263377,0.521923169722097,2.38942437196668,0.793047992284629,0.0906247464706434,0.668100818929921
1,ENSG00000043514.17,1,IVW,7,-0.00933135197852538,0.069662151699716,0.893440900378424,6.27140708346266,0.39348379430888,0.00307376446747159,0.937257494359364
1,ENSG00000259943.1,1,IVW,6,-0.168094357892599,0.066152221286988,0.0110528447150533,1.94955203470294,0.856080530999065,0.134406182124661,0.560883466683406
1,ENSG00000084073.10,1,IVW,6,0.05057807786512,0.112227022397299,0.65222274624438,0.653404387362857,0.98542775875598,0.413384384533353,0
1,ENSG00000260920.2,1,IVW,6,0.0424900312436344,0.102300728691052,0.677889827753325,3.55534007808589,0.615031014029594,0.0302355611994664,0.827012043708429
1,ENSG00000279667.1,1,IVW,14,0.0834991057067122,0.0518988479916295,0.107642216248307,19.4013298168055,0.111176297143577,3.76468727241841e-07,0.994269655833216
1,ENSG00000187815.10,1,IVW,23,-0.0514371676280855,0.0290005836801409,0.0761194500996493,26.3676415534397,0.236232478954994,2.27717110444724e-08,0.991040818782513
1,ENSG00000238287.1,1,IVW,11,-0.0616297294133779,0.0294293874209279,0.036246082346793,10.8601784316107,0.368514732644003,0.00019466040900069,0.966067340885361
1,ENSG00000164002.12,1,IVW,7,-0.092052531775298,0.0742850003939792,0.215278621280278,10.5182553896273,0.104456124183323,5.00504438076602e-05,0.990069063707434
1,ENSG00000117010.17,1,IVW,3,0.15433966298095,0.106633591634803,0.14778964439782,0.184440998141541,0.911904053378744,0.629845371572451,0
1,ENSG00000287743.1,1,IVW,6,-0.0201055667135536,0.0679356671850322,0.767268198385987,1.05367006901285,0.958121798790877,0.29143124081186,0.090681393570845
1,ENSG00000272145.1,1,IVW,4,-0.00126821737211452,0.0578391450470183,0.982506484429272,3.2851410266048,0.349716097327058,0.0177377955973665,0.893546093000309
1,ENSG00000066136.21,1,IVW,3,0.0325322247222657,0.125246767220601,0.795060459105332,1.39441544182441,0.49797384624734,0.108578519371945,0.642879853943809
1,ENSG00000171793.16,1,IVW,14,-0.00677279486641645,0.0591153923035872,0.908786705549146,5.28178948712845,0.968454688687983,0.0204765650917114,0.816642694479196
1,ENSG00000281207.1,1,IVW,3,0.00836229360704554,0.0833753010162831,0.920108529225329,4.0682484092864,0.13079498199557,0.00337081511018669,0.967849804427623
1,ENSG00000171790.16,1,IVW,8,-0.068272838131352,0.038410365993459,0.0754928047782973,2.23899120621036,0.945437743271813,0.125273939352175,0.577739411995267
1,ENSG00000235358.2,1,IVW,7,-0.0425522982272669,0.0340223738680611,0.211038423338259,2.09965075888866,0.910309252075501,0.130970823732789,0.566447301665862
1,ENSG00000204060.8,1,IVW,5,0.0926504558910335,0.0826435260193282,0.262251484544064,0.335328529704188,0.987420920181771,0.557296387144218,0
1,ENSG00000120333.4,1,IVW,26,0.355401721086288,0.0685977697403744,2.20756838758709e-07,26.3260343113149,0.390367221160576,4.84423763757516e-08,0.985171818263839
1,ENSG00000120332.17,1,IVW,18,0.0675944485499984,0.0272865220183619,0.013241392143482,5.48505072929344,0.996030999514678,0.0190570558751073,0.818409883760003
1,ENSG00000235750.10,1,IVW,6,-0.103510700468542,0.104298798578316,0.32098106080044,5.86033403512658,0.32004715702385,0.00302363432642727,0.945387557244092
1,ENSG00000143207.21,1,IVW,6,0.0351982014760637,0.116350013611716,0.762255719879594,4.5675118137379,0.470901717475822,0.0111387299864766,0.896901915817827
1,ENSG00000162521.19,1,IVW,7,0.213504861254277,0.231310130049932,0.35599456358218,13.3565684278224,0.0377103899810457,3.28902991194324e-06,0.997176640827707
1,ENSG00000116497.18,1,IVW,5,0.0745426822874919,0.125388069026452,0.552180540559521,2.9836376468443,0.560567324604119,0.0390298260704921,0.812119502783117
1,ENSG00000121905.10,1,IVW,5,0.114919467608956,0.144539689227732,0.426571589643007,1.79659827923666,0.773104660735261,0.132297483843771,0.569684180559419
1,ENSG00000121900.19,1,IVW,9,0.0680142502272644,0.0930240608184873,0.46468945274515,10.6226655303374,0.224009388480004,0.000115694040330903,0.978912130120236
1,ENSG00000278966.2,1,IVW,8,-0.029500416207306,0.0390963218172914,0.450514634321938,3.40148219448772,0.845547570329287,0.0514133887200976,0.751417904906414
1,ENSG00000004455.17,1,IVW,4,-0.151551304431468,0.179164680704755,0.39762129655793,0.875244674921916,0.831397351918673,0.290827635008238,0.0500972176804786
1,ENSG00000142920.17,1,IVW,7,-0.200873948232076,0.110404799359865,0.0688456542443597,3.28027847458994,0.772935349917787,0.0490398195733295,0.764368983942923
1,ENSG00000134686.20,1,IVW,4,-0.0352240314335427,0.13934313996701,0.800433384636203,0.182756365940213,0.980323800572168,0.660888954572811,0
1,ENSG00000090273.14,1,IVW,17,0.0730060288594981,0.0409869332043724,0.074879371549748,4.98277067111274,0.995838277884423,0.0254332933565601,0.800143666322489
1,ENSG00000186501.15,1,IVW,5,-0.291924837061335,0.0972812906616332,0.0026924282063767,2.63917287941168,0.619899736920187,0.0559837939120814,0.765115903639335
1,ENSG00000142765.18,1,IVW,3,-0.163980529928007,0.0979117840518902,0.0939777406516872,1.02201198088256,0.599891789753882,0.182575534710722,0.413028613191161
1,ENSG00000142733.17,1,IVW,11,-0.00231589866478911,0.0674859646454902,0.972624571859716,3.73564703538722,0.958485441436328,0.05006815867263,0.743421840351419
1,ENSG00000174950.11,1,IVW,10,-0.112860114765639,0.0430074314638807,0.00868526902743135,4.0194606273333,0.910127008533886,0.0391297691980618,0.773569865980325
1,ENSG00000158195.11,1,IVW,3,-0.126376766844991,0.251225788018689,0.614935739744058,0.265677871953392,0.875606109394869,0.551675312589523,0
1,ENSG00000126709.16,1,IVW,7,0.109547772485716,0.0622990568229737,0.0786764410631883,3.30006424520183,0.770351798181067,0.0482073136941855,0.766564605734228
1,ENSG00000117748.10,1,IVW,19,0.0299216571325324,0.026278562352707,0.254855959202156,15.4355318310115,0.631876963873808,3.59282778878337e-05,0.959063479587771
1,ENSG00000158161.16,1,IVW,9,0.0256234603346835,0.0433357036184768,0.55433397960208,2.40005495380255,0.966228648310743,0.116029637241886,0.597413948051528
1,ENSG00000126698.11,1,IVW,4,0.0337339925567138,0.134213893861195,0.801547378478887,0.298351915715759,0.960338141931544,0.56815224356759,0
1,ENSG00000130770.18,1,IVW,13,-0.175909883227387,0.0780478088974548,0.0242041312461598,4.51629596800353,0.972219903508618,0.0321543391660956,0.784730692940304
1,ENSG00000270605.1,1,IVW,25,0.018598222190281,0.0182598653857285,0.308426112370402,14.7476932407774,0.927924472270872,0.000105753041827532,0.937080026203342
1,ENSG00000204138.13,1,IVW,24,0.0558207126506166,0.0387492359018787,0.149708200628552,14.0628758223684,0.925056570462459,0.000151448781193369,0.934219957415035
1,ENSG00000180198.17,1,IVW,6,0.195233058796787,0.0690646620496044,0.00470134029484376,0.667756246943923,0.984691312408406,0.408075592275581,0
1,ENSG00000242125.3,1,IVW,15,-0.0638936013432434,0.051337865949433,0.213289613473375,10.1979299491369,0.747574061021808,0.000836420545997111,0.926693548126885
1,ENSG00000229388.1,1,IVW,3,0.102221799779801,0.101083606587785,0.311892044289108,0.380489457732162,0.826756777934405,0.461920989822258,0
1,ENSG00000253326.2,1,IVW,19,0.0311924180554623,0.0236509297434819,0.187213759840036,20.9227612046521,0.283327740406236,5.36866067708831e-07,0.986458396306543
1,ENSG00000214837.8,1,IVW,4,0.0112711272627446,0.0548279498505613,0.837124738812947,0.450209853188118,0.929685719227978,0.473197381912549,0
1,ENSG00000054282.16,1,IVW,9,-0.111421819444413,0.0608201107380378,0.0669529477834152,1.37540494719242,0.994588634494213,0.239430016163358,0.276875776458094
