chr,gene_id,chr,method,n_snps,beta,se,pvalue
1,ENSG00000163468.15,1,Weighted Median,4,-0.0945072889631082,0.218414813928495,0.665235394519315
1,ENSG00000125462.19,1,Weighted Median,3,0.301224008891656,0.524699530670211,0.565907860319534
1,ENSG00000163382.13,1,Weighted Median,9,0.06206316713103,0.049955574382873,0.214101111236669
1,ENSG00000160818.17,1,Weighted Median,3,-0.168886012502454,0.125548346890673,0.178564831711254
1,ENSG00000272971.1,1,Weighted Median,3,-0.112347700705231,0.183670181865564,0.54074832996047
1,ENSG00000132702.13,1,Weighted Median,3,-0.0052915031030894,0.241594585511006,0.982525804192653
1,ENSG00000132692.19,1,Weighted Median,7,0.231538716030546,0.161347590559994,0.151278402113541
1,ENSG00000143320.9,1,Weighted Median,9,-0.112741189422137,0.084334808500601,0.181278570257182
1,ENSG00000223356.1,1,Weighted Median,3,-0.123696574707136,0.0955201006410348,0.195327292248795
1,ENSG00000143321.19,1,Weighted Median,3,-0.011128116923713,0.335694193945424,0.973555316292508
1,ENSG00000027869.12,1,Weighted Median,3,-0.0980193902480919,0.157058748262899,0.53256598867071
1,ENSG00000132694.19,1,Weighted Median,7,-0.1909706971658,0.205114829192238,0.351831394093909
1,ENSG00000117036.12,1,Weighted Median,6,-0.104808121502504,0.150747618377189,0.48689515204203
1,ENSG00000137936.18,1,Weighted Median,3,-0.181762843143199,0.295947238907621,0.539100924825277
1,ENSG00000260464.1,1,Weighted Median,6,0.123983435071146,0.104753998416464,0.236584285223195
1,ENSG00000023909.10,1,Weighted Median,8,0.0039023584241792,0.147628252791467,0.978911428445664
1,ENSG00000198691.14,1,Weighted Median,4,-0.0391303701608226,0.0902309066723335,0.66452863511669
1,ENSG00000117528.14,1,Weighted Median,11,-0.00445073514556997,0.162626580237737,0.978166363714091
1,ENSG00000288736.1,1,Weighted Median,7,0.00268050316375108,0.0759280418988966,0.971837968384008
1,ENSG00000223675.1,1,Weighted Median,6,-0.00859094485898833,0.074475430427941,0.908165537943759
1,ENSG00000143036.17,1,Weighted Median,6,-0.0508310936860268,0.125170874588326,0.684673812729746
1,ENSG00000224081.10,1,Weighted Median,7,-0.169156427967835,0.118120363944269,0.152124277563771
1,ENSG00000117519.16,1,Weighted Median,7,-0.0900653336488302,0.277396056341239,0.745422230422467
1,ENSG00000235501.7,1,Weighted Median,21,-0.0284501045200857,0.050321819490919,0.571826754744063
1,ENSG00000152078.10,1,Weighted Median,4,0.239062094184034,0.269953765086505,0.375851003948377
1,ENSG00000226026.7,1,Weighted Median,7,-0.0103151177930481,0.0995245603307892,0.917451914473423
1,ENSG00000122481.17,1,Weighted Median,32,0.00617154234028981,0.0443720610637868,0.88938201556849
1,ENSG00000287919.1,1,Weighted Median,9,-0.013281126591582,0.0527099630028926,0.801067226049544
1,ENSG00000228971.3,1,Weighted Median,11,-0.0779830891178741,0.115689584707162,0.500265653188727
1,ENSG00000213625.9,1,Weighted Median,18,-0.0114941466591483,0.0995200412011997,0.908052150234558
1,ENSG00000116678.20,1,Weighted Median,6,0.0537554949388097,0.104934417211218,0.608457116544617
1,ENSG00000118473.23,1,Weighted Median,5,0.511012329228219,0.322519615726758,0.113094084198743
1,ENSG00000152760.10,1,Weighted Median,12,0.0184573263422528,0.0600866950232062,0.758707693182216
1,ENSG00000198160.15,1,Weighted Median,3,-0.246898704613653,0.277532773199872,0.373669965493368
1,ENSG00000289394.1,1,Weighted Median,3,-0.0943734457029942,0.0967885649308549,0.329536711853969
1,ENSG00000116704.8,1,Weighted Median,11,0.06076282296118,0.0802505615624224,0.448951713868728
1,ENSG00000203963.12,1,Weighted Median,3,0.0216238615140903,0.110188108787809,0.844418435532845
1,ENSG00000081985.13,1,Weighted Median,5,-0.182423680476183,0.199482490867174,0.360462227788692
1,ENSG00000132854.19,1,Weighted Median,14,-0.076167168007212,0.0493707852032912,0.122889532115572
1,ENSG00000116641.18,1,Weighted Median,4,0.467872780561584,0.388173747272179,0.228080587426163
1,ENSG00000235545.1,1,Weighted Median,9,0.179868441402227,0.0830405901400602,0.030308865156331
1,ENSG00000125703.15,1,Weighted Median,8,0.433669365209834,0.161662138402641,0.00730597216092217
1,ENSG00000088035.18,1,Weighted Median,6,-0.0768314503280508,0.0926122151742724,0.406762798933718
1,ENSG00000203965.13,1,Weighted Median,18,0.0455505329037828,0.0702340659485743,0.516627170561515
1,ENSG00000142856.17,1,Weighted Median,26,0.0218130786262172,0.0201440251775283,0.278872342345905
1,ENSG00000116652.6,1,Weighted Median,4,-0.0946937054144688,0.0952805033989945,0.320300104929421
1,ENSG00000079739.17,1,Weighted Median,3,0.113073954996419,0.269147962120134,0.674399114212276
1,ENSG00000185483.13,1,Weighted Median,3,0.116910718818616,0.17209131419941,0.496914339129523
1,ENSG00000270171.1,1,Weighted Median,17,0.0128531774828339,0.0401002653958554,0.748569627481471
1,ENSG00000270035.1,1,Weighted Median,4,0.284786162563156,0.116027920429158,0.0141095437717938
1,ENSG00000269978.1,1,Weighted Median,3,0.0891736527637659,0.133964172827819,0.505632925130531
1,ENSG00000049245.13,1,Weighted Median,4,0.149934158199236,0.316808593116059,0.636024716060921
1,ENSG00000269925.1,1,Weighted Median,4,-0.0547234309806339,0.0878551653027619,0.533361843679642
1,ENSG00000236266.1,1,Weighted Median,5,0.0677223746420947,0.0978646329146884,0.488937016707601
1,ENSG00000116288.13,1,Weighted Median,7,0.00248962400815406,0.194919391698081,0.989809230720442
1,ENSG00000284747.1,1,Weighted Median,5,0.033631114242332,0.0949563416280204,0.723208117197366
1,ENSG00000238290.1,1,Weighted Median,9,-0.0294219326956891,0.0409593807091418,0.472560146466378
1,ENSG00000162426.16,1,Weighted Median,3,-0.0479587078021646,0.338926217259236,0.887473449606848
1,ENSG00000142599.19,1,Weighted Median,13,-0.101178141156068,0.093956627449513,0.281542780610339
1,ENSG00000074800.16,1,Weighted Median,3,0.156545340543913,0.240760207997498,0.515554850339172
1,ENSG00000230679.1,1,Weighted Median,4,-0.0758324882910173,0.0935787595049136,0.417733271210814
1,ENSG00000142583.18,1,Weighted Median,6,-0.350834099410306,0.170640125112854,0.0397836447237488
1,ENSG00000180758.12,1,Weighted Median,3,0.0611882957342178,0.164820951498953,0.710458033993363
1,ENSG00000228526.7,1,Weighted Median,4,-0.0437600928140172,0.117207003237583,0.708882519043328
1,ENSG00000049239.13,1,Weighted Median,5,-0.0813188092960908,0.160692797904197,0.612820593327017
1,ENSG00000284652.1,1,Weighted Median,3,0.00652459161660053,0.0940246141019185,0.944677295317832
1,ENSG00000284693.2,1,Weighted Median,4,0.12894307556976,0.22167443906731,0.560783801993067
1,ENSG00000171612.7,1,Weighted Median,5,-0.222313371207034,0.230413950347925,0.334623271841605
1,ENSG00000008118.10,1,Weighted Median,5,0.328000591668379,0.166066294606753,0.0482547148745535
1,ENSG00000196878.15,1,Weighted Median,4,-0.0850866209560623,0.16342204799525,0.602606639259847
1,ENSG00000227591.6,1,Weighted Median,3,0.0457424494348638,0.113181557828813,0.686101620937607
1,ENSG00000162757.4,1,Weighted Median,3,0.14022709394272,0.209370381246139,0.503013270859936
1,ENSG00000117595.12,1,Weighted Median,9,0.00679124579513392,0.0721112362342063,0.924968269589469
1,ENSG00000117597.18,1,Weighted Median,11,0.00316981030246057,0.0833221042986705,0.969653517504672
1,ENSG00000143469.20,1,Weighted Median,5,-0.069019810639912,0.106217059013416,0.515821627612952
1,ENSG00000082497.12,1,Weighted Median,6,-0.18542984486126,0.173478759395277,0.285118891089865
1,ENSG00000203706.8,1,Weighted Median,9,0.0699564010890246,0.0973620007690363,0.472437630365373
1,ENSG00000054392.13,1,Weighted Median,12,0.0229168784525978,0.0538930142438337,0.670669665807736
1,ENSG00000287354.1,1,Weighted Median,8,-0.124782935077243,0.0813951863578748,0.125263400742826
1,ENSG00000170382.12,1,Weighted Median,3,0.219855739804475,0.338780220601946,0.516362460821617
1,ENSG00000163531.17,1,Weighted Median,3,-0.274279281405752,0.35981188620883,0.445889795545204
1,ENSG00000229657.2,1,Weighted Median,6,-0.0116504228452995,0.0934650570932245,0.900800613310075
1,ENSG00000174529.7,1,Weighted Median,9,0.0460623314240439,0.0739237726559161,0.533214999229952
1,ENSG00000117222.14,1,Weighted Median,10,0.191241049602623,0.148005903926338,0.196316383744288
1,ENSG00000133059.17,1,Weighted Median,8,-0.408240636114297,0.164512663065294,0.0130825215077713
1,ENSG00000133069.17,1,Weighted Median,7,0.0194235206058144,0.162557889654208,0.904889704224528
1,ENSG00000186007.10,1,Weighted Median,7,-0.0310518982718103,0.0912388415530739,0.733603213190032
1,ENSG00000281406.2,1,Weighted Median,3,-0.127897715120601,3.8268755248813,0.973338924241507
1,ENSG00000117266.16,1,Weighted Median,6,0.289289692032392,0.154556405301758,0.0612423266279915
1,ENSG00000174514.13,1,Weighted Median,3,0.123682728165771,0.408108643172403,0.76184166681776
1,ENSG00000158711.14,1,Weighted Median,4,-0.256050992827059,0.207680339610368,0.217609657971053
1,ENSG00000069275.13,1,Weighted Median,5,-0.611930169128014,0.233989303955996,0.0089173724456341
1,ENSG00000117280.13,1,Weighted Median,9,0.251888685137419,0.12871103217346,0.0503463766383201
1,ENSG00000286619.1,1,Weighted Median,20,0.0452615867788616,0.0253962164991161,0.0747137360669215
1,ENSG00000133065.11,1,Weighted Median,5,-0.0112112642149164,0.221541595267231,0.959639732547581
1,ENSG00000162877.13,1,Weighted Median,11,-0.0689366219463272,0.0378131111274847,0.0682900925818045
1,ENSG00000276600.5,1,Weighted Median,5,-0.256406366673397,0.127447463215437,0.0442347686835405
1,ENSG00000198049.7,1,Weighted Median,3,-0.10318522171732,0.143635763650778,0.472522320654087
1,ENSG00000266028.8,1,Weighted Median,3,0.248535028467636,0.310454245874761,0.423390561395393
1,ENSG00000263528.8,1,Weighted Median,4,-0.0931578348893478,0.064552258691738,0.148981524773915
1,ENSG00000266094.8,1,Weighted Median,7,0.280166083366172,0.158669607714619,0.0774428530189699
1,ENSG00000175147.13,1,Weighted Median,6,-0.0286288872025247,0.0726347804304793,0.693471431304355
1,ENSG00000171729.14,1,Weighted Median,3,-0.125065662061111,1.39344242988735,0.928483484457777
1,ENSG00000142621.21,1,Weighted Median,7,-0.0508563523099198,0.081089233407613,0.530550895287407
1,ENSG00000228140.2,1,Weighted Median,8,0.0734259220145085,0.0512600459762952,0.15202361932168
1,ENSG00000142634.13,1,Weighted Median,3,-0.248297571591224,0.281367908480017,0.377524937278406
1,ENSG00000142615.8,1,Weighted Median,3,0.13032762219495,0.10896766779297,0.231688352746204
1,ENSG00000215704.10,1,Weighted Median,3,0.0276615729931022,0.0866136749366114,0.749448026317565
1,ENSG00000132906.18,1,Weighted Median,4,0.273462863883902,0.150004611088932,0.0682988899932876
1,ENSG00000116138.13,1,Weighted Median,4,-0.255967872160516,0.220827630055191,0.246403307341501
1,ENSG00000116771.6,1,Weighted Median,8,0.297435511732469,0.0815226533707197,0.0002637745064739
1,ENSG00000197312.12,1,Weighted Median,6,0.00840890247412658,0.118412386708629,0.943386846833341
1,ENSG00000116786.13,1,Weighted Median,4,-0.219195635922157,0.215625403606555,0.309363948333046
1,ENSG00000162461.8,1,Weighted Median,14,0.0781845803463855,0.0601087709139686,0.193354884428066
1,ENSG00000162458.13,1,Weighted Median,6,-0.147734446127456,0.10753427903815,0.169492653078904
1,ENSG00000233954.6,1,Weighted Median,3,0.247514608731564,0.13848573900477,0.073890125206525
1,ENSG00000178715.8,1,Weighted Median,3,0.0518597858922441,0.0922529476270647,0.574015365002671
1,ENSG00000179743.4,1,Weighted Median,13,-0.0305134721664253,0.051983270959434,0.557212852475184
1,ENSG00000183888.4,1,Weighted Median,10,0.108342785980155,0.116444626473118,0.35215199336312
1,ENSG00000186510.12,1,Weighted Median,10,0.0279727702120749,0.0431641401495174,0.516948877841047
1,ENSG00000173641.18,1,Weighted Median,4,-0.119887245716089,0.090557158388173,0.185541306359438
1,ENSG00000232456.1,1,Weighted Median,27,0.00528772022074128,0.0298527554295716,0.859408865580446
1,ENSG00000185519.9,1,Weighted Median,12,-0.0665991971086277,0.0666334113834748,0.317559061198965
1,ENSG00000136636.13,1,Weighted Median,3,0.189328157127143,0.404802380647636,0.639995459541303
1,ENSG00000162390.18,1,Weighted Median,6,0.00105765884657819,0.124440343510324,0.99321860193918
1,ENSG00000184313.20,1,Weighted Median,7,-0.0154831778030634,0.116475877034432,0.894248472880604
1,ENSG00000243725.7,1,Weighted Median,5,0.00141866980260615,0.106049791875835,0.989326702557079
1,ENSG00000116133.13,1,Weighted Median,10,-0.0684426018391994,0.125575245583899,0.585731100723396
1,ENSG00000162402.14,1,Weighted Median,5,0.13055343929787,0.179313020078308,0.466567293517786
1,ENSG00000243970.4,1,Weighted Median,17,0.129979183316954,0.0539087181695906,0.015904589806516
1,ENSG00000116981.4,1,Weighted Median,10,-0.0996859576593091,0.0855594217912527,0.2439753222711
1,ENSG00000116983.13,1,Weighted Median,6,-0.0953578401948078,0.228169774365973,0.67600199429822
1,ENSG00000084072.17,1,Weighted Median,3,0.0404933729714784,0.0842192039890606,0.630652069823239
1,ENSG00000198754.5,1,Weighted Median,11,-0.0276756951180876,0.0614214436005595,0.652287342174112
1,ENSG00000116985.12,1,Weighted Median,10,0.0636090268914829,0.0681352222368855,0.350525538323385
1,ENSG00000284719.2,1,Weighted Median,3,0.150478639904253,0.0892694535711293,0.0918598097916273
1,ENSG00000043514.17,1,Weighted Median,8,0.0292644659431164,0.0829010595099063,0.724084896186855
1,ENSG00000116990.11,1,Weighted Median,5,-0.0183678051664214,0.0908051354318617,0.839700052364126
1,ENSG00000259943.1,1,Weighted Median,7,-0.154712048163009,0.0796976310254447,0.052229448892227
1,ENSG00000084073.10,1,Weighted Median,7,0.0688869096522044,0.129704433631171,0.59534475649328
1,ENSG00000260920.2,1,Weighted Median,6,0.0339059532667627,0.134520698967064,0.801002352905191
1,ENSG00000279667.1,1,Weighted Median,20,0.0783970593104402,0.0582023280070647,0.17798840322824
1,ENSG00000187815.10,1,Weighted Median,27,-0.0626515119191865,0.0391050429951488,0.1091260206939
1,ENSG00000238287.1,1,Weighted Median,11,-0.0507831178201391,0.0376970404031917,0.17793577273519
1,ENSG00000164002.12,1,Weighted Median,9,-0.183606481604639,0.0792261032517759,0.0204765193597445
1,ENSG00000117010.17,1,Weighted Median,5,0.135973369491259,0.108733071055876,0.211108010656997
1,ENSG00000287743.1,1,Weighted Median,7,0.00308474221992266,0.0812160754587896,0.969702099936663
1,ENSG00000272145.1,1,Weighted Median,5,0.0132591232712163,0.0692729638379642,0.848209076268375
1,ENSG00000066136.21,1,Weighted Median,3,0.115240067991466,0.157277832700294,0.463731339273316
1,ENSG00000117013.17,1,Weighted Median,3,0.305968976742487,1.86015694560233,0.869348904974268
1,ENSG00000171793.16,1,Weighted Median,15,-0.0220622448941934,0.0763208173310488,0.772525943323989
1,ENSG00000281207.1,1,Weighted Median,3,-0.092454921056833,0.111827315185453,0.408370216641298
1,ENSG00000171790.16,1,Weighted Median,10,-0.102133208692331,0.0473566548798836,0.031030510473441
1,ENSG00000010803.16,1,Weighted Median,5,0.0605523245555007,0.188111179411099,0.747531127772875
1,ENSG00000235358.2,1,Weighted Median,11,-0.0572182939127819,0.0389996894255157,0.142335955403242
1,ENSG00000204060.8,1,Weighted Median,10,0.111133925172353,0.0746878593520828,0.136756576983378
1,ENSG00000120333.4,1,Weighted Median,27,0.484425739659248,0.0972942047374899,6.39207894079319e-07
1,ENSG00000120332.17,1,Weighted Median,23,0.0890245323996865,0.0361421135896281,0.0137710750130815
1,ENSG00000235750.10,1,Weighted Median,6,-0.11643993128424,0.134573358013058,0.386900228585661
1,ENSG00000143207.21,1,Weighted Median,8,0.154096329151231,0.137155717209975,0.261219379742013
1,ENSG00000162521.19,1,Weighted Median,8,-0.0609316585606261,0.226276657062632,0.787714628524075
1,ENSG00000162522.11,1,Weighted Median,3,0.621420593706673,0.469237544723703,0.185396841595909
1,ENSG00000116497.18,1,Weighted Median,6,0.0708055121347245,0.152858722410379,0.643214677424254
1,ENSG00000121905.10,1,Weighted Median,7,-0.0267852261658132,0.165055259244392,0.871085083576123
1,ENSG00000121900.19,1,Weighted Median,10,0.0744167329228817,0.0997593116052155,0.455689902177076
1,ENSG00000278966.2,1,Weighted Median,11,-0.0520149442974629,0.047541070125886,0.273908728997889
1,ENSG00000004455.17,1,Weighted Median,4,-0.20902048995677,0.213772854854282,0.328188541472033
1,ENSG00000142920.17,1,Weighted Median,10,-0.137096008339365,0.128080904874307,0.284445595179011
1,ENSG00000225313.5,1,Weighted Median,3,-0.0847743804335459,0.180383009275016,0.63837733225788
1,ENSG00000134686.20,1,Weighted Median,4,-0.0742983623983384,0.165617908632613,0.653710786465278
1,ENSG00000142698.15,1,Weighted Median,3,0.00181832363991069,0.129646013591474,0.98880980019808
1,ENSG00000090273.14,1,Weighted Median,17,0.0672409532348986,0.0527810754925226,0.202677765097882
1,ENSG00000186501.15,1,Weighted Median,5,-0.312266588829115,0.120618998763782,0.00962921770627915
1,ENSG00000142765.18,1,Weighted Median,6,-0.232353327786704,0.0953149801650809,0.0147793191580379
1,ENSG00000142733.17,1,Weighted Median,14,-0.0474132159465444,0.0816105300324077,0.561261116149558
1,ENSG00000174950.11,1,Weighted Median,19,-0.0946442501537476,0.0469679542729676,0.0438961227831789
1,ENSG00000158195.11,1,Weighted Median,3,-0.171148391569225,0.29660577639774,0.563923834924513
1,ENSG00000233975.2,1,Weighted Median,3,0.0882585756811183,0.0915290827843016,0.334911524672935
1,ENSG00000126709.16,1,Weighted Median,9,0.124238991486015,0.0756182802449036,0.100387975914073
1,ENSG00000130775.16,1,Weighted Median,3,-0.51698302567233,0.342552006215484,0.131245041694292
1,ENSG00000117748.10,1,Weighted Median,21,0.0304839135427159,0.0351888944259556,0.38632918270774
1,ENSG00000130768.15,1,Weighted Median,4,0.000467185416708767,0.127038045804626,0.997065767278986
1,ENSG00000158161.16,1,Weighted Median,11,0.0269297366574038,0.0521956344885828,0.605897372850167
1,ENSG00000126698.11,1,Weighted Median,4,0.0168996678601299,0.157817686194882,0.914722748747166
1,ENSG00000130770.18,1,Weighted Median,13,-0.102969682201469,0.103733127450414,0.320885280604509
1,ENSG00000270605.1,1,Weighted Median,28,-0.00919066678677852,0.0258949396007225,0.722648517311893
1,ENSG00000204138.13,1,Weighted Median,30,0.119324167329999,0.0519191778024371,0.0215465598390914
1,ENSG00000180198.17,1,Weighted Median,6,0.175037713110442,0.0868469096388435,0.043854977802598
1,ENSG00000242125.3,1,Weighted Median,19,-0.113232870109284,0.0670486447962189,0.0912545651441353
1,ENSG00000229388.1,1,Weighted Median,3,0.132275908085027,0.12800529580994,0.301434158631878
1,ENSG00000289291.1,1,Weighted Median,4,0.0711740449399238,0.0721334748429397,0.323790101848557
1,ENSG00000116329.12,1,Weighted Median,3,0.581910456246277,0.413742578978831,0.15958895964718
1,ENSG00000253326.2,1,Weighted Median,22,0.0068224996391079,0.0304618951879656,0.822781950216375
1,ENSG00000214837.8,1,Weighted Median,4,0.0265589808163398,0.0646354419630814,0.68114271176112
1,ENSG00000054282.16,1,Weighted Median,9,-0.103031997534743,0.0750151701893357,0.169602505404182
1,ENSG00000117020.19,1,Weighted Median,7,0.3578848518091,0.319544355541715,0.262720198532255
1,ENSG00000289055.1,1,Weighted Median,4,0.0122988257768267,0.082610532268335,0.881650522504755
1,ENSG00000035687.10,1,Weighted Median,4,0.390434022300199,0.263008001949744,0.137677690528661
1,ENSG00000284188.2,1,Weighted Median,4,0.0195503044610435,0.0908294114368433,0.82957864453394
1,ENSG00000287601.1,1,Weighted Median,4,0.051799900869842,0.0853366661369897,0.543846677530233
1,ENSG00000203667.10,1,Weighted Median,6,0.077129301278498,0.0951393902713097,0.417539195450324
1,ENSG00000153187.20,1,Weighted Median,3,-0.124642038561747,0.252325100067998,0.62132454284777
1,ENSG00000272195.1,1,Weighted Median,19,0.00366029430471156,0.0250076663055608,0.883631764953852
1,ENSG00000203666.13,1,Weighted Median,20,-0.0391619402093214,0.0344656442927401,0.255847678414206
1,ENSG00000162600.12,1,Weighted Median,6,-0.0767173142033501,0.0972323075293949,0.430105853866103
1,ENSG00000162601.11,1,Weighted Median,6,-0.0698562041790258,0.155115725801033,0.652458848865052
1,ENSG00000234807.8,1,Weighted Median,5,0.218817562517914,0.113301051849769,0.0534467912681248
1,ENSG00000272226.1,1,Weighted Median,3,0.0444667432552168,0.104896698108581,0.671631562456832
1,ENSG00000172456.18,1,Weighted Median,3,0.155027023419222,0.172000319693998,0.367419144646341
1,ENSG00000253304.2,1,Weighted Median,9,-0.00322456348908243,0.0819325564694741,0.968606308601793
1,ENSG00000116353.16,1,Weighted Median,11,-0.0608475009292223,0.0910784967615924,0.504084077751761
1,ENSG00000060656.20,1,Weighted Median,6,-0.166929696823422,0.125199776758795,0.182431187320192
1,ENSG00000288862.1,1,Weighted Median,3,0.0312753824876465,0.084847129674594,0.712419477369634
1,ENSG00000135763.10,1,Weighted Median,3,0.238566708319487,0.192128267953788,0.214345275887835
1,ENSG00000177614.11,1,Weighted Median,3,-0.100799406001687,0.34244427074644,0.768488383545517
1,ENSG00000282564.2,1,Weighted Median,5,-0.0309721669547285,0.107923418639961,0.774125475348358
1,ENSG00000135775.14,1,Weighted Median,5,0.120643647165908,0.150368608716015,0.422368241466604
1,ENSG00000135744.9,1,Weighted Median,11,-0.216741515036226,0.137793559969254,0.115731850090427
1,ENSG00000135773.13,1,Weighted Median,16,0.0612713513458421,0.0536524637986105,0.253452178229039
1,ENSG00000244137.1,1,Weighted Median,5,-0.0495975348750944,0.096056143156653,0.605617647582807
1,ENSG00000119280.17,1,Weighted Median,4,-0.239385208273719,0.459462658919082,0.602358943454534
1,ENSG00000143643.13,1,Weighted Median,6,-0.0653023762721085,0.115256042519068,0.570995983159425
1,ENSG00000173409.14,1,Weighted Median,15,-0.0760799370304612,0.0561291240456852,0.175275840559993
1,ENSG00000182118.8,1,Weighted Median,11,0.0762487350388355,0.0661981762846042,0.249392864391903
1,ENSG00000119283.16,1,Weighted Median,3,-0.344683721384708,0.231894872242273,0.137178840745361
1,ENSG00000116906.13,1,Weighted Median,4,-0.0311563182917994,0.153300724987932,0.838950106220414
1,ENSG00000226419.8,1,Weighted Median,11,-0.113377757145324,0.0603365753889586,0.0602324277677808
1,ENSG00000081026.19,1,Weighted Median,8,0.194559232207884,0.136753533881074,0.154823183987158
1,ENSG00000232450.1,1,Weighted Median,3,-0.0143696694727,0.129277460685426,0.911494457554016
1,ENSG00000116793.16,1,Weighted Median,14,-0.0916963227748677,0.118199971869906,0.437883148531294
1,ENSG00000188761.13,1,Weighted Median,11,0.0911502546924292,0.06256175654403,0.145126195935235
1,ENSG00000134262.13,1,Weighted Median,14,0.14288268269166,0.0744871705674487,0.0550832874194535
1,ENSG00000118655.7,1,Weighted Median,8,-0.0468456717989372,0.108056842921475,0.664631196728433
1,ENSG00000163349.22,1,Weighted Median,4,0.261887665904548,0.177680694978965,0.14050231987063
1,ENSG00000134207.17,1,Weighted Median,3,0.146551568799593,0.176533769030368,0.406447382426669
1,ENSG00000213281.5,1,Weighted Median,8,-0.093482202083338,0.106781158128916,0.381325858811329
1,ENSG00000009307.17,1,Weighted Median,3,0.314635274148375,0.728321356604834,0.665740966007508
1,ENSG00000052723.12,1,Weighted Median,4,0.0389941308547898,0.178321523401678,0.826904658916212
1,ENSG00000198821.11,1,Weighted Median,6,0.0349687168299589,0.0839832396847591,0.67713391688552
1,ENSG00000143162.9,1,Weighted Median,7,-0.0937873090584669,0.0976549804513477,0.336856690023394
1,ENSG00000197965.12,1,Weighted Median,3,0.107013563921812,0.409297254322579,0.793740234176843
1,ENSG00000143199.18,1,Weighted Median,8,-0.0868218574767827,0.0466390617295266,0.0626637877372766
1,ENSG00000143158.11,1,Weighted Median,10,0.18270561045045,0.127246888498324,0.15104913170421
1,ENSG00000143147.15,1,Weighted Median,6,-0.0712960393275528,0.0767149810319421,0.352701168804519
1,ENSG00000143153.14,1,Weighted Median,17,0.0277929508175148,0.0924614198045255,0.763727383535362
1,ENSG00000067208.16,1,Weighted Median,11,0.160740284477942,0.102074988456463,0.115319372958786
1,ENSG00000154511.12,1,Weighted Median,15,0.0875428766879872,0.0957402048825138,0.360517491688258
1,ENSG00000287797.1,1,Weighted Median,11,0.0125163527236968,0.0576768092194098,0.828201790053447
1,ENSG00000117500.13,1,Weighted Median,12,0.483001142782246,0.0995131692090282,1.21215425847238e-06
1,ENSG00000122483.18,1,Weighted Median,5,-0.405956584693989,0.14564941859362,0.00531628108648622
